MES,SUC,CLAVE,VentaCajas,VentaDinero
ENERO,TEP,9590208,0.166666001,36.30705501
ENERO,TEX,9590208,14.20833302,3095.188731
ENERO,TLA,9590208,1.541666031,335.8414615
ENERO,TLP,9590208,0.791665971,172.4590485
ENERO,TLX,9590208,1.791666031,390.3022615
ENERO,TPC,9590208,2.125,462.9168
ENERO,TUA,9590208,5.166666031,1125.523061
ENERO,TUL,9590208,1.916666031,417.5326615
ENERO,VIA,9590208,1.416666031,308.6110615
ENERO,XAL,9590208,1.458333015,317.6879307
ENERO,ZAR,9590208,4.166666031,907.6798615
ENERO,ZUM,9590208,1,217.8432
ENERO,MAR,9590218,1.375,299.5344
ENERO,ACT,9590218,0.125,27.2304
ENERO,AME,9590218,0.791665971,172.4590485
ENERO,APZ,9590218,11.25,2450.736
ENERO,AYO,9590218,0.25,54.4608
ENERO,CAL,9590218,4.708333015,1025.678331
ENERO,CAM,9590218,0.125,27.2304
ENERO,CAQ,9590218,0.125,27.2304
ENERO,CHA,9590218,2.458333015,535.5311307
ENERO,CHO,9590218,1.208333015,263.2271307
ENERO,CUA,9590218,0.333332986,72.61432426
ENERO,E314,9590218,1.875,408.456
ENERO,GAL,9590218,0.125,27.2304
ENERO,HCT,9590218,2.666666999,580.9152725
ENERO,HUA,9590218,0.416666001,90.76785501
ENERO,HUI,9590218,4.458333015,971.2175307
ENERO,JCH,9590218,0.541665971,117.9982485
ENERO,JOS,9590218,0.333332986,72.61432426
ENERO,JTX,9590218,0.625,136.152
ENERO,MIX,9590218,4.875,1061.9856
ENERO,NEZ,9590218,,0
ENERO,PAC,9590218,,0
ENERO,PIN,9590218,0.583333015,127.0751307
ENERO,PUE,9590218,0.25,54.4608
ENERO,QUE,9590218,1.25,272.304
ENERO,SAU,9590218,0.208333001,45.3839275
ENERO,SCY,9590218,6.375,1388.7504
ENERO,SFE,9590218,2,435.6864
ENERO,SJU,9590218,1.041666031,226.9198615
ENERO,TEC,9590218,0.958333015,208.7663307
ENERO,TEH,9590218,,0
ENERO,TEP,9590218,1,217.8432
ENERO,TEX,9590218,3.625,789.6816
ENERO,TLA,9590218,0.875,190.6128
ENERO,TLP,9590218,1.083333015,235.9967307
ENERO,TLX,9590218,0.333332986,72.61432426
ENERO,TPC,9590218,0.166666001,36.30705501
ENERO,TUA,9590218,3.333333015,726.1439307
ENERO,TUL,9590218,0.083333001,18.1535275
ENERO,VIA,9590218,0.416666001,90.76785501
ENERO,XAL,9590218,0.75,163.3824
ENERO,ZAR,9590218,3.875,844.1424
ENERO,ZUM,9590218,0.791665971,172.4590485
ENERO,MAR,9590221,3.75,816.912
ENERO,ACT,9590221,0.5,108.9216
ENERO,AME,9590221,1.583333015,344.9183307
ENERO,APZ,9590221,13,2831.9616
ENERO,AYO,9590221,3.583333015,780.6047307
ENERO,CAL,9590221,4.708333015,1025.678331
ENERO,CAM,9590221,1.166666031,254.1502615
ENERO,CAQ,9590221,,0
ENERO,CHA,9590221,6,1307.0592
ENERO,CHO,9590221,2.875,626.2992
ENERO,CUA,9590221,0.583333015,127.0751307
ENERO,E314,9590221,1.041666031,226.9198615
ENERO,GAL,9590221,1.583333015,344.9183307
ENERO,HCT,9590221,6.416666031,1397.827061
ENERO,HUA,9590221,0.875,190.6128
ENERO,HUI,9590221,11.66666603,2541.503861
ENERO,JCH,9590221,1.125,245.0736
ENERO,JOS,9590221,1.083333015,235.9967307
ENERO,JTX,9590221,3.708333015,807.8351307
ENERO,MIX,9590221,2.833333015,617.2223307
ENERO,NEZ,9590221,0.208333001,45.3839275
ENERO,PAC,9590221,0.208333001,45.3839275
ENERO,PIN,9590221,1.5,326.7648
ENERO,PUE,9590221,1.916666031,417.5326615
ENERO,QUE,9590221,4.541666031,989.3710615
ENERO,SAU,9590221,1.166666031,254.1502615
ENERO,SCY,9590221,7.041666031,1533.979061
ENERO,SFE,9590221,3.458333015,753.3743307
ENERO,SJU,9590221,0.708333015,154.3055307
ENERO,TEC,9590221,3.375,735.2208
ENERO,TEH,9590221,,0
ENERO,TEP,9590221,0.583333015,127.0751307
ENERO,TEX,9590221,2.25,490.1472
ENERO,TLA,9590221,1.125,245.0736
ENERO,TLP,9590221,1.458333015,317.6879307
ENERO,TLX,9590221,1.416666031,308.6110615
ENERO,TPC,9590221,0.666665971,145.2286485
ENERO,TUA,9590221,2.916666031,635.3758615
ENERO,TUL,9590221,1.625,353.9952
ENERO,VIA,9590221,0.958333015,208.7663307
ENERO,XAL,9590221,6.916666031,1506.748661
ENERO,ZAR,9590221,3.625,789.6816
ENERO,ZUM,9590221,,0
ENERO,MAR,9590211,1.041666031,226.9198615
ENERO,ACT,9590211,0.208333001,45.3839275
ENERO,AME,9590211,1.041666031,226.9198615
ENERO,APZ,9590211,7.291666031,1588.439861
ENERO,AYO,9590211,1.625,353.9952
ENERO,CAL,9590211,9.083333015,1978.742331
ENERO,CAM,9590211,0.708333015,154.3055307
ENERO,CAQ,9590211,0.166666001,36.30705501
ENERO,CHA,9590211,6.916666031,1506.748661
ENERO,CHO,9590211,2.416666031,526.4542615
ENERO,CUA,9590211,0.541665971,117.9982485
ENERO,E314,9590211,2.625,571.8384
ENERO,GAL,9590211,0.916665971,199.6894485
ENERO,HCT,9590211,7.916666999,1724.592072
ENERO,HUA,9590211,0.291666001,63.53745501
ENERO,HUI,9590211,16.58333206,3612.566123
ENERO,JCH,9590211,1.375,299.5344
ENERO,JOS,9590211,0.083333001,18.1535275
ENERO,JTX,9590211,1.75,381.2256
ENERO,MIX,9590211,4.208333015,916.7567307
ENERO,NEZ,9590211,0.25,54.4608
ENERO,PAC,9590211,1.166666001,254.150255
ENERO,PIN,9590211,2.791666031,608.1454615
ENERO,PUE,9590211,0.458332986,99.84472426
ENERO,QUE,9590211,3.375,735.2208
ENERO,SAU,9590211,0.666665971,145.2286485
ENERO,SCY,9590211,3.958333015,862.2959307
ENERO,SFE,9590211,2.75,599.0688
ENERO,SJU,9590211,1.041666031,226.9198615
ENERO,TEC,9590211,1,217.8432
ENERO,TEH,9590211,,0
ENERO,TEP,9590211,1.083333015,235.9967307
ENERO,TEX,9590211,4.458333015,971.2175307
ENERO,TLA,9590211,1.625,353.9952
ENERO,TLP,9590211,0.875,190.6128
ENERO,TLX,9590211,1.041666031,226.9198615
ENERO,TPC,9590211,1.291666031,281.3806615
ENERO,TUA,9590211,5.458333015,1189.060731
ENERO,TUL,9590211,1.458333015,317.6879307
ENERO,VIA,9590211,0.25,54.4608
ENERO,XAL,9590211,1.875,408.456
ENERO,ZAR,9590211,1.083333015,235.9967307
ENERO,ZUM,9590211,1.75,381.2256
ENERO,MAR,12260729,0.333332986,72.61432426
ENERO,ACT,12260729,,0
ENERO,AME,12260729,0.708333015,154.3055307
ENERO,APZ,12260729,4.166666031,907.6798615
ENERO,AYO,12260729,0.416666001,90.76785501
ENERO,CAL,12260729,2.416666031,526.4542615
ENERO,CAM,12260729,,0
ENERO,CAQ,12260729,,0
ENERO,CHA,12260729,0.083333001,18.1535275
ENERO,CHO,12260729,,0
ENERO,CUA,12260729,0.125,27.2304
ENERO,E314,12260729,1.666665971,363.0718485
ENERO,GAL,12260729,,0
ENERO,HCT,12260729,1.708333999,372.148945
ENERO,HUA,12260729,0.25,54.4608
ENERO,HUI,12260729,3.249999046,707.9901922
ENERO,JCH,12260729,0.375,81.6912
ENERO,JOS,12260729,,0
ENERO,JTX,12260729,0.666665971,145.2286485
ENERO,MIX,12260729,1.416666001,308.611055
ENERO,NEZ,12260729,,0
ENERO,PAC,12260729,,0
ENERO,PIN,12260729,0.416666001,90.76785501
ENERO,PUE,12260729,0.166666001,36.30705501
ENERO,QUE,12260729,2.625,571.8384
ENERO,SAU,12260729,0.125,27.2304
ENERO,SCY,12260729,7.583333015,1651.977531
ENERO,SFE,12260729,1.208333015,263.2271307
ENERO,SJU,12260729,0.166666001,36.30705501
ENERO,TEC,12260729,2.291666031,499.2238615
ENERO,TEH,12260729,,0
ENERO,TEP,12260729,0.416666001,90.76785501
ENERO,TEX,12260729,0.833333015,181.5359307
ENERO,TLA,12260729,,0
ENERO,TLP,12260729,0.125,27.2304
ENERO,TLX,12260729,0.791665971,172.4590485
ENERO,TPC,12260729,0.291666001,63.53745501
ENERO,TUA,12260729,3.583333015,780.6047307
ENERO,TUL,12260729,,0
ENERO,VIA,12260729,0.208333001,45.3839275
ENERO,XAL,12260729,0.625,136.152
ENERO,ZAR,12260729,0.208333001,45.3839275
ENERO,ZUM,12260729,0.916665971,199.6894485
ENERO,MAR,9590295,,0
ENERO,ACT,9590295,0.083333001,18.1535275
ENERO,AME,9590295,0.333332986,72.61432426
ENERO,APZ,9590295,4.75,1034.7552
ENERO,AYO,9590295,0.625,136.152
ENERO,CAL,9590295,0.083333001,18.1535275
ENERO,CAM,9590295,0.583333015,127.0751307
ENERO,CAQ,9590295,0.083333001,18.1535275
ENERO,CHA,9590295,1.083333015,235.9967307
ENERO,CHO,9590295,0.458332986,99.84472426
ENERO,CUA,9590295,0.166666001,36.30705501
ENERO,E314,9590295,1.833333015,399.3791307
ENERO,GAL,9590295,0.125,27.2304
ENERO,HCT,9590295,0.291666001,63.53745501
ENERO,HUA,9590295,0.125,27.2304
ENERO,HUI,9590295,5.083332062,1107.369323
ENERO,JCH,9590295,0.708333015,154.3055307
ENERO,JOS,9590295,,0
ENERO,JTX,9590295,0.125,27.2304
ENERO,MIX,9590295,,0
ENERO,NEZ,9590295,0.75,163.3824
ENERO,PAC,9590295,0.625,136.152
ENERO,PIN,9590295,0.333332986,72.61432426
ENERO,PUE,9590295,0.208333001,45.3839275
ENERO,QUE,9590295,0.666665971,145.2286485
ENERO,SAU,9590295,0.208333001,45.3839275
ENERO,SCY,9590295,0.25,54.4608
ENERO,SFE,9590295,0.708333015,154.3055307
ENERO,SJU,9590295,0.708333015,154.3055307
ENERO,TEC,9590295,1.958333015,426.6095307
ENERO,TEH,9590295,,0
ENERO,TEP,9590295,,0
ENERO,TEX,9590295,0.75,163.3824
ENERO,TLA,9590295,0.416666001,90.76785501
ENERO,TLP,9590295,0.583333015,127.0751307
ENERO,TLX,9590295,0.5,108.9216
ENERO,TPC,9590295,,0
ENERO,TUA,9590295,1.041666031,226.9198615
ENERO,TUL,9590295,0.666665971,145.2286485
ENERO,VIA,9590295,0.166666001,36.30705501
ENERO,XAL,9590295,0.458332986,99.84472426
ENERO,ZAR,9590295,3.5,762.4512
ENERO,ZUM,9590295,0.25,54.4608
ENERO,MAR,9590213,,0
ENERO,ACT,9590213,0.25,54.4608
ENERO,AME,9590213,,0
ENERO,APZ,9590213,3.625,789.6816
ENERO,AYO,9590213,0.041666001,9.076655007
ENERO,CAL,9590213,0.875,190.6128
ENERO,CAM,9590213,,0
ENERO,CAQ,9590213,,0
ENERO,CHA,9590213,1.916666031,417.5326615
ENERO,CHO,9590213,0.291666001,63.53745501
ENERO,CUA,9590213,0.291666001,63.53745501
ENERO,E314,9590213,0.791665971,172.4590485
ENERO,GAL,9590213,0.291666001,63.53745501
ENERO,HCT,9590213,0.375,81.6912
ENERO,HUA,9590213,0.083333001,18.1535275
ENERO,HUI,9590213,2.749999017,599.0685858
ENERO,JCH,9590213,0.375,81.6912
ENERO,JOS,9590213,0.041666001,9.076655007
ENERO,JTX,9590213,0.958333015,208.7663307
ENERO,MIX,9590213,0.75,163.3824
ENERO,NEZ,9590213,,0
ENERO,PAC,9590213,1,217.8432
ENERO,PIN,9590213,0.791665971,172.4590485
ENERO,PUE,9590213,0.166666001,36.30705501
ENERO,QUE,9590213,,0
ENERO,SAU,9590213,,0
ENERO,SCY,9590213,0.833333015,181.5359307
ENERO,SFE,9590213,1.208333015,263.2271307
ENERO,SJU,9590213,0.5,108.9216
ENERO,TEC,9590213,,0
ENERO,TEH,9590213,,0
ENERO,TEP,9590213,,0
ENERO,TEX,9590213,0.375,81.6912
ENERO,TLA,9590213,0.75,163.3824
ENERO,TLP,9590213,0.041666001,9.076655007
ENERO,TLX,9590213,0.416666001,90.76785501
ENERO,TPC,9590213,0.166666001,36.30705501
ENERO,TUA,9590213,0.375,81.6912
ENERO,TUL,9590213,,0
ENERO,VIA,9590213,0.375,81.6912
ENERO,XAL,9590213,0.291666001,63.53745501
ENERO,ZAR,9590213,,0
ENERO,ZUM,9590213,,0
ENERO,MAR,9590296,,0
ENERO,ACT,9590296,0.083333001,18.1535275
ENERO,AME,9590296,0.333332986,72.61432426
ENERO,APZ,9590296,1.166666031,254.1502615
ENERO,AYO,9590296,,0
ENERO,CAL,9590296,,0
ENERO,CAM,9590296,0.083333001,18.1535275
ENERO,CAQ,9590296,0.083333001,18.1535275
ENERO,CHA,9590296,0.75,163.3824
ENERO,CHO,9590296,0.25,54.4608
ENERO,CUA,9590296,1.083333015,235.9967307
ENERO,E314,9590296,0.041666001,9.076655007
ENERO,GAL,9590296,0.166666001,36.30705501
ENERO,HCT,9590296,0.041666001,9.076655007
ENERO,HUA,9590296,1,217.8432
ENERO,HUI,9590296,4.416666031,962.1406615
ENERO,JCH,9590296,0.666665971,145.2286485
ENERO,JOS,9590296,,0
ENERO,JTX,9590296,,0
ENERO,MIX,9590296,,0
ENERO,NEZ,9590296,0.5,108.9216
ENERO,PAC,9590296,,0
ENERO,PIN,9590296,0.208333001,45.3839275
ENERO,PUE,9590296,0.541665971,117.9982485
ENERO,QUE,9590296,1.583333015,344.9183307
ENERO,SAU,9590296,0.333332986,72.61432426
ENERO,SCY,9590296,0.166666001,36.30705501
ENERO,SFE,9590296,,0
ENERO,SJU,9590296,0.083333001,18.1535275
ENERO,TEC,9590296,0.791665971,172.4590485
ENERO,TEH,9590296,,0
ENERO,TEP,9590296,,0
ENERO,TEX,9590296,1.75,381.2256
ENERO,TLA,9590296,1.25,272.304
ENERO,TLP,9590296,0.583333015,127.0751307
ENERO,TLX,9590296,0.541665971,117.9982485
ENERO,TPC,9590296,,0
ENERO,TUA,9590296,0.208333001,45.3839275
ENERO,TUL,9590296,0.666665971,145.2286485
ENERO,VIA,9590296,0.166666001,36.30705501
ENERO,XAL,9590296,0.083333001,18.1535275
ENERO,ZAR,9590296,1.916666031,417.5326615
ENERO,ZUM,9590296,0.208333001,45.3839275
ENERO,MAR,9590212,0.75,163.3824
ENERO,ACT,9590212,0.208333001,45.3839275
ENERO,AME,9590212,,0
ENERO,APZ,9590212,2.416666031,526.4542615
ENERO,AYO,9590212,,0
ENERO,CAL,9590212,0.666665971,145.2286485
ENERO,CAM,9590212,,0
ENERO,CAQ,9590212,,0
ENERO,CHA,9590212,0.125,27.2304
ENERO,CHO,9590212,,0
ENERO,CUA,9590212,,0
ENERO,E314,9590212,0.041666001,9.076655007
ENERO,GAL,9590212,0.083333001,18.1535275
ENERO,HCT,9590212,0.791665971,172.4590485
ENERO,HUA,9590212,0.291666001,63.53745501
ENERO,HUI,9590212,0.458332986,99.84472426
ENERO,JCH,9590212,0.208333001,45.3839275
ENERO,JOS,9590212,,0
ENERO,JTX,9590212,,0
ENERO,MIX,9590212,0.041666001,9.076655007
ENERO,NEZ,9590212,,0
ENERO,PAC,9590212,,0
ENERO,PIN,9590212,,0
ENERO,PUE,9590212,0.125,27.2304
ENERO,QUE,9590212,1.291666031,281.3806615
ENERO,SAU,9590212,0.083333001,18.1535275
ENERO,SCY,9590212,0.75,163.3824
ENERO,SFE,9590212,,0
ENERO,SJU,9590212,0.041666001,9.076655007
ENERO,TEC,9590212,,0
ENERO,TEH,9590212,,0
ENERO,TEP,9590212,0.083333001,18.1535275
ENERO,TEX,9590212,,0
ENERO,TLA,9590212,0.125,27.2304
ENERO,TLP,9590212,0.041666001,9.076655007
ENERO,TLX,9590212,0.375,81.6912
ENERO,TPC,9590212,,0
ENERO,TUA,9590212,0.833333015,181.5359307
ENERO,TUL,9590212,,0
ENERO,VIA,9590212,,0
ENERO,XAL,9590212,,0
ENERO,ZAR,9590212,0.583333015,127.0751307
ENERO,ZUM,9590212,,0
ENERO,HUI,12224218,3,408.456
ENERO,MIX,12224218,1,136.152
ENERO,TEX,12224218,0.333332986,45.38395266
ENERO,TUA,12224218,3,408.456
ENERO,ZUM,12224218,1,136.152
ENERO,MAR,12277790,4.166666031,1171.295821
ENERO,ACT,12277790,1.458333015,409.9535106
ENERO,AME,12277790,0.25,70.27776
ENERO,APZ,12277790,34.41666412,9674.904245
ENERO,AYO,12277790,28.08333206,7894.534683
ENERO,CAL,12277790,1.041666031,292.8238213
ENERO,CAM,12277790,13.29166603,3736.434061
ENERO,CAQ,12277790,0.375,105.41664
ENERO,CHA,12277790,40.25,11314.71936
ENERO,CHO,12277790,6.5,1827.22176
ENERO,CUA,12277790,11.91666597,3349.906365
ENERO,E314,12277790,17.83333302,5013.146791
ENERO,GAL,12277790,8.625,2424.58272
ENERO,HCT,12277790,1.291666031,363.1015813
ENERO,HUA,12277790,1.583333015,445.0923906
ENERO,HUI,12277790,50.79166603,14278.09806
ENERO,JCH,12277790,17.875,5024.85984
ENERO,JOS,12277790,8.416666031,2366.017741
ENERO,JTX,12277790,16.375,4603.19328
ENERO,MIX,12277790,19.66666603,5528.516941
ENERO,NEZ,12277790,6.458333015,1815.508711
ENERO,PAC,12277790,8.708333015,2448.008551
ENERO,PIN,12277790,11.625,3267.91584
ENERO,PUE,12277790,19.41666603,5458.239181
ENERO,QUE,12277790,14.08333302,3958.980391
ENERO,SAU,12277790,7.125,2002.91616
ENERO,SCY,12277790,8.291666031,2330.878861
ENERO,SFE,12277790,30.29166603,8515.321741
ENERO,SJU,12277790,3.541666031,995.6014213
ENERO,TEC,12277790,25.20833206,7086.340443
ENERO,TEH,12277790,0.208333001,58.56470645
ENERO,TEP,12277790,5.5,1546.11072
ENERO,TEX,12277790,27.375,7695.41472
ENERO,TLA,12277790,7.541666031,2120.045581
ENERO,TLP,12277790,17.29166603,4860.878221
ENERO,TLX,12277790,6.333333015,1780.369831
ENERO,TPC,12277790,5.458333015,1534.397671
ENERO,TUA,12277790,3.75,1054.1664
ENERO,TUL,12277790,6.416666031,1803.795661
ENERO,VIA,12277790,11.125,3127.36032
ENERO,XAL,12277790,31.75,8925.27552
ENERO,ZAR,12277790,22.66666603,6371.850061
ENERO,ZUM,12277790,11,3092.22144
ENERO,MAR,12352996,11.5,7010.8416
ENERO,ACT,12352996,7.666666031,4673.894012
ENERO,AME,12352996,1.5,914.4576
ENERO,APZ,12352996,95.5,58220.4672
ENERO,AYO,12352996,14.16666603,8636.543612
ENERO,CAL,12352996,23.833334,14529.71561
ENERO,CAM,12352996,2,1219.2768
ENERO,CAQ,12352996,0.166666001,101.6059942
ENERO,CHA,12352996,31.83333206,19406.82162
ENERO,CHO,12352996,12.33333302,7518.873406
ENERO,CUA,12352996,7.666666031,4673.894012
ENERO,E314,12352996,7.5,4572.288
ENERO,GAL,12352996,8.333333015,5080.319806
ENERO,HCT,12352996,13.83333302,8433.331006
ENERO,HUA,12352996,4.666666031,2844.978812
ENERO,HUI,12352996,35.33333206,21540.55602
ENERO,JCH,12352996,9,5486.7456
ENERO,JOS,12352996,7.166666031,4369.074812
ENERO,JTX,12352996,12.33333302,7518.873406
ENERO,MIX,12352996,37.33333206,22759.83282
ENERO,NEZ,12352996,3.5,2133.7344
ENERO,PAC,12352996,9,5486.7456
ENERO,PIN,12352996,15.5,9449.3952
ENERO,PUE,12352996,14.83333302,9042.969406
ENERO,QUE,12352996,14.5,8839.7568
ENERO,SAU,12352996,3.5,2133.7344
ENERO,SCY,12352996,19.16666603,11684.73561
ENERO,SFE,12352996,25.5,15545.7792
ENERO,SJU,12352996,7.166666031,4369.074812
ENERO,TEC,12352996,27.83333206,16968.26802
ENERO,TEH,12352996,0.333332986,203.212588
ENERO,TEP,12352996,5,3048.192
ENERO,TEX,12352996,27.00000003,16460.23682
ENERO,TLA,12352996,6.333333015,3861.043006
ENERO,TLP,12352996,9.333333015,5689.958206
ENERO,TLX,12352996,14.66666603,8941.362812
ENERO,TPC,12352996,5,3048.192
ENERO,TUA,12352996,31,18898.7904
ENERO,TUL,12352996,3,1828.9152
ENERO,VIA,12352996,6.166666031,3759.436412
ENERO,XAL,12352996,14.33333302,8738.150206
ENERO,ZAR,12352996,14.83333302,9042.969406
ENERO,ZUM,12352996,5.833333999,3556.224406
ENERO,MAR,12277779,,0
ENERO,ACT,12277779,,0
ENERO,AME,12277779,,0
ENERO,APZ,12277779,,0
ENERO,AYO,12277779,,0
ENERO,CAL,12277779,,0
ENERO,CAM,12277779,,0
ENERO,CAQ,12277779,,0
ENERO,CHA,12277779,,0
ENERO,CHO,12277779,,0
ENERO,CUA,12277779,,0
ENERO,E314,12277779,,0
ENERO,GAL,12277779,,0
ENERO,HCT,12277779,,0
ENERO,HUA,12277779,0.833333015,629.13036
ENERO,HUI,12277779,,0
ENERO,JCH,12277779,,0
ENERO,JOS,12277779,,0
ENERO,JTX,12277779,,0
ENERO,MIX,12277779,,0
ENERO,NEZ,12277779,,0
ENERO,PAC,12277779,,0
ENERO,PIN,12277779,,0
ENERO,PUE,12277779,,0
ENERO,QUE,12277779,,0
ENERO,SAU,12277779,,0
ENERO,SCY,12277779,,0
ENERO,SFE,12277779,,0
ENERO,SJU,12277779,,0
ENERO,TEC,12277779,,0
ENERO,TEH,12277779,0.333332986,251.6519775
ENERO,TEP,12277779,,0
ENERO,TEX,12277779,,0
ENERO,TLA,12277779,,0
ENERO,TLP,12277779,,0
ENERO,TLX,12277779,,0
ENERO,TPC,12277779,,0
ENERO,TUA,12277779,,0
ENERO,TUL,12277779,,0
ENERO,VIA,12277779,,0
ENERO,XAL,12277779,,0
ENERO,ZAR,12277779,,0
ENERO,ZUM,12277779,,0
ENERO,MAR,12283476,,0
ENERO,ACT,12283476,,0
ENERO,AME,12283476,,0
ENERO,APZ,12283476,,0
ENERO,AYO,12283476,0.666665971,524.4514861
ENERO,CAL,12283476,,0
ENERO,CAM,12283476,,0
ENERO,CAQ,12283476,,0
ENERO,CHA,12283476,1.25,983.3475622
ENERO,CHO,12283476,,0
ENERO,CUA,12283476,,0
ENERO,E314,12283476,,0
ENERO,GAL,12283476,,0
ENERO,HCT,12283476,,0
ENERO,HUA,12283476,,0
ENERO,HUI,12283476,,0
