MES,SUC,CLAVE,VentaCajas,VentaDinero
MARZO,PIN,12228231,0,0
MARZO,PUE,12228231,0,0
MARZO,QUE,12228231,0,0
MARZO,SAU,12228231,0,0
MARZO,SCY,12228231,0.17,38.860164
MARZO,SFE,12228231,0.5,114.2946
MARZO,SJU,12228231,0.25,57.1473
MARZO,TEC,12228231,0,0
MARZO,TEH,12228231,0,0
MARZO,TEP,12228231,0,0
MARZO,TEX,12228231,0.17,38.860164
MARZO,TLA,12228231,0.5,114.2946
MARZO,TLP,12228231,1.17,267.449364
MARZO,TLX,12228231,0.75,171.4419
MARZO,TPC,12228231,0,0
MARZO,TUA,12228231,0,0
MARZO,TUL,12228231,0,0
MARZO,VIA,12228231,0,0
MARZO,XAL,12228231,0.08,18.287136
MARZO,ZAR,12228231,0,0
MARZO,ZUM,12228231,0,0
MARZO,MAR,12315505,0,0
MARZO,ACT,12315505,0.08,19.3388832
MARZO,AME,12315505,0,0
MARZO,APZ,12315505,3.33,804.9810132
MARZO,AYO,12315505,0.5,120.86802
MARZO,CAL,12315505,0.67,161.9631468
MARZO,CAM,12315505,0,0
MARZO,CAQ,12315505,0,0
MARZO,CHA,12315505,0.75,181.30203
MARZO,CHO,12315505,0.83,200.6409132
MARZO,CUA,12315505,0.08,19.3388832
MARZO,E314,12315505,0,0
MARZO,GAL,12315505,0.08,19.3388832
MARZO,HCT,12315505,0.42,101.5291368
MARZO,HUA,12315505,1.5,362.60406
MARZO,HUC,12315505,1.25,302.17005
MARZO,HUI,12315505,1.5,362.60406
MARZO,IXT,12315505,0,0
MARZO,JCH,12315505,0.17,41.0951268
MARZO,JOS,12315505,0.75,181.30203
MARZO,JTX,12315505,0.75,181.30203
MARZO,MIX,12315505,2.67,645.4352268
MARZO,NAT,12315505,0,0
MARZO,NEZ,12315505,0,0
MARZO,PAC,12315505,0,0
MARZO,PIN,12315505,1.25,302.17005
MARZO,PUE,12315505,0.67,161.9631468
MARZO,QUE,12315505,0,0
MARZO,SAU,12315505,0,0
MARZO,SCY,12315505,0,0
MARZO,SFE,12315505,0.83,200.6409132
MARZO,SJU,12315505,0,0
MARZO,TEC,12315505,0.17,41.0951268
MARZO,TEH,12315505,0,0
MARZO,TEP,12315505,0,0
MARZO,TEX,12315505,0.58,140.2069032
MARZO,TLA,12315505,0.5,120.86802
MARZO,TLP,12315505,0.33,79.7728932
MARZO,TLX,12315505,0.33,79.7728932
MARZO,TPC,12315505,0.08,19.3388832
MARZO,TUA,12315505,1.5,362.60406
MARZO,TUL,12315505,0,0
MARZO,VIA,12315505,0,0
MARZO,XAL,12315505,1,241.73604
MARZO,ZAR,12315505,0.08,19.3388832
MARZO,ZUM,12315505,0,0
MARZO,MAR,12315503,0.08,35.2287936
MARZO,ACT,12315503,0.25,110.08998
MARZO,AME,12315503,0.25,110.08998
MARZO,APZ,12315503,1.58,695.7686736
MARZO,AYO,12315503,1.17,515.2211064
MARZO,CAL,12315503,0.5,220.17996
MARZO,CAM,12315503,0.75,330.26994
MARZO,CAQ,12315503,1.83,805.8586536
MARZO,CHA,12315503,0.17,74.8611864
MARZO,CHO,12315503,0.58,255.4087536
MARZO,CUA,12315503,0.25,110.08998
MARZO,E314,12315503,0.58,255.4087536
MARZO,GAL,12315503,0.75,330.26994
MARZO,HCT,12315503,1.33,585.6786936
MARZO,HUA,12315503,0,0
MARZO,HUC,12315503,1.75,770.62986
MARZO,HUI,12315503,4.08,1796.668474
MARZO,IXT,12315503,0,0
MARZO,JCH,12315503,1.42,625.3110864
MARZO,JOS,12315503,0.92,405.1311264
MARZO,JTX,12315503,0.75,330.26994
MARZO,MIX,12315503,1.83,805.8586536
MARZO,NAT,12315503,0,0
MARZO,NEZ,12315503,0,0
MARZO,PAC,12315503,0.25,110.08998
MARZO,PIN,12315503,1,440.35992
MARZO,PUE,12315503,0.42,184.9511664
MARZO,QUE,12315503,0.08,35.2287936
MARZO,SAU,12315503,0,0
MARZO,SCY,12315503,1.67,735.4010664
MARZO,SFE,12315503,0.33,145.3187736
MARZO,SJU,12315503,0,0
MARZO,TEC,12315503,1.25,550.4499
MARZO,TEH,12315503,0,0
MARZO,TEP,12315503,0.25,110.08998
MARZO,TEX,12315503,0.67,295.0411464
MARZO,TLA,12315503,0.75,330.26994
MARZO,TLP,12315503,0.5,220.17996
MARZO,TLX,12315503,0.25,110.08998
MARZO,TPC,12315503,0.17,74.8611864
MARZO,TUA,12315503,1.25,550.4499
MARZO,TUL,12315503,1.25,550.4499
MARZO,VIA,12315503,1.33,585.6786936
MARZO,XAL,12315503,1.83,805.8586536
MARZO,ZAR,12315503,0.33,145.3187736
MARZO,ZUM,12315503,0.08,35.2287936
MARZO,MAR,12332370,0,0
MARZO,ACT,12332370,0,0
MARZO,AME,12332370,0.17,95.4590868
MARZO,APZ,12332370,0,0
MARZO,AYO,12332370,0,0
MARZO,CAL,12332370,0,0
MARZO,CAM,12332370,0,0
MARZO,CAQ,12332370,0,0
MARZO,CHA,12332370,0,0
MARZO,CHO,12332370,0,0
MARZO,CUA,12332370,0,0
MARZO,E314,12332370,0,0
MARZO,GAL,12332370,0,0
MARZO,HCT,12332370,0,0
MARZO,HUA,12332370,0,0
MARZO,HUC,12332370,0,0
MARZO,HUI,12332370,0,0
MARZO,IXT,12332370,0,0
MARZO,JCH,12332370,0,0
MARZO,JOS,12332370,0,0
MARZO,JTX,12332370,0,0
MARZO,MIX,12332370,0,0
MARZO,NAT,12332370,0,0
MARZO,NEZ,12332370,0,0
MARZO,PAC,12332370,0,0
MARZO,PIN,12332370,0,0
MARZO,PUE,12332370,0,0
MARZO,QUE,12332370,0,0
MARZO,SAU,12332370,0,0
MARZO,SCY,12332370,0,0
MARZO,SFE,12332370,0,0
MARZO,SJU,12332370,0,0
MARZO,TEC,12332370,0,0
MARZO,TEH,12332370,0,0
MARZO,TEP,12332370,0,0
MARZO,TEX,12332370,0,0
MARZO,TLA,12332370,0,0
MARZO,TLP,12332370,0,0
MARZO,TLX,12332370,0,0
MARZO,TPC,12332370,0,0
MARZO,TUA,12332370,0,0
MARZO,TUL,12332370,0,0
MARZO,VIA,12332370,0,0
MARZO,XAL,12332370,0,0
MARZO,ZAR,12332370,0,0
MARZO,ZUM,12332370,0,0
MARZO,MAR,12280323,1.67,639.754956
MARZO,ACT,12280323,0.11,42.139548
MARZO,AME,12280323,0.11,42.139548
MARZO,APZ,12280323,8,3064.6944
MARZO,AYO,12280323,2,766.1736
MARZO,CAL,12280323,1.11,425.226348
MARZO,CAM,12280323,0.33,126.418644
MARZO,CAQ,12280323,0.22,84.279096
MARZO,CHA,12280323,2.89,1107.120852
MARZO,CHO,12280323,0.44,168.558192
MARZO,CUA,12280323,0.22,84.279096
MARZO,E314,12280323,0.67,256.668156
MARZO,GAL,12280323,0.11,42.139548
MARZO,HCT,12280323,0.33,126.418644
MARZO,HUA,12280323,0.44,168.558192
MARZO,HUC,12280323,0.33,126.418644
MARZO,HUI,12280323,5.33,2041.852644
MARZO,IXT,12280323,0,0
MARZO,JCH,12280323,0.89,340.947252
MARZO,JOS,12280323,0.67,256.668156
MARZO,JTX,12280323,1.11,425.226348
MARZO,MIX,12280323,3.56,1363.789008
MARZO,NAT,12280323,0,0
MARZO,NEZ,12280323,0.44,168.558192
MARZO,PAC,12280323,1.11,425.226348
MARZO,PIN,12280323,1.56,597.615408
MARZO,PUE,12280323,0.22,84.279096
MARZO,QUE,12280323,0.44,168.558192
MARZO,SAU,12280323,0.33,126.418644
MARZO,SCY,12280323,0.89,340.947252
MARZO,SFE,12280323,3,1149.2604
MARZO,SJU,12280323,0.11,42.139548
MARZO,TEC,12280323,3.56,1363.789008
MARZO,TEH,12280323,0,0
MARZO,TEP,12280323,1.11,425.226348
MARZO,TEX,12280323,2,766.1736
MARZO,TLA,12280323,0.56,214.528608
MARZO,TLP,12280323,0.56,214.528608
MARZO,TLX,12280323,0.67,256.668156
MARZO,TPC,12280323,0.78,298.807704
MARZO,TUA,12280323,2.56,980.702208
MARZO,TUL,12280323,0,0
MARZO,VIA,12280323,1.22,467.365896
MARZO,XAL,12280323,1.56,597.615408
MARZO,ZAR,12280323,0.89,340.947252
MARZO,ZUM,12280323,0.89,340.947252
MARZO,MAR,12256455,0,0
MARZO,ACT,12256455,0,0
MARZO,AME,12256455,0,0
MARZO,APZ,12256455,0.17,98.39477981
MARZO,AYO,12256455,0,0
MARZO,CAL,12256455,0,0
MARZO,CAM,12256455,0,0
MARZO,CAQ,12256455,0,0
MARZO,CHA,12256455,0,0
MARZO,CHO,12256455,0,0
MARZO,CUA,12256455,0.08,46.30342579
MARZO,E314,12256455,0.5,289.3964112
MARZO,GAL,12256455,0,0
MARZO,HCT,12256455,0,0
MARZO,HUA,12256455,0,0
MARZO,HUC,12256455,0,0
MARZO,HUI,12256455,0.38,219.9412725
MARZO,IXT,12256455,0,0
MARZO,JCH,12256455,0,0
MARZO,JOS,12256455,0.21,121.5464927
MARZO,JTX,12256455,0,0
MARZO,MIX,12256455,0,0
MARZO,NAT,12256455,0,0
MARZO,NEZ,12256455,0,0
MARZO,PAC,12256455,1.08,625.0962482
MARZO,PIN,12256455,0,0
MARZO,PUE,12256455,0,0
MARZO,QUE,12256455,0,0
MARZO,SAU,12256455,0,0
MARZO,SCY,12256455,0.08,46.30342579
MARZO,SFE,12256455,0,0
MARZO,SJU,12256455,0.29,167.8499185
MARZO,TEC,12256455,0,0
MARZO,TEH,12256455,0,0
MARZO,TEP,12256455,0,0
MARZO,TEX,12256455,0.21,121.5464927
MARZO,TLA,12256455,0,0
MARZO,TLP,12256455,0,0
MARZO,TLX,12256455,0.33,191.0016314
MARZO,TPC,12256455,0,0
MARZO,TUA,12256455,0,0
MARZO,TUL,12256455,0,0
MARZO,VIA,12256455,0,0
MARZO,XAL,12256455,0,0
MARZO,ZAR,12256455,0,0
MARZO,ZUM,12256455,0.33,191.0016314
MARZO,MAR,12253537,1.58,793.7053402
MARZO,ACT,12253537,0.75,376.758864
MARZO,AME,12253537,0.79,396.8526701
MARZO,APZ,12253537,6.29,3159.751006
MARZO,AYO,12253537,0.08,40.18761216
MARZO,CAL,12253537,0.21,105.4924819
MARZO,CAM,12253537,0.17,85.39867584
MARZO,CAQ,12253537,2.29,1150.370398
MARZO,CHA,12253537,2.33,1170.464204
MARZO,CHO,12253537,1.17,587.7438278
MARZO,CUA,12253537,0.67,336.5712518
MARZO,E314,12253537,0.38,190.8911578
MARZO,GAL,12253537,1.33,668.1190522
MARZO,HCT,12253537,0.96,482.2513459
MARZO,HUA,12253537,0.75,376.758864
MARZO,HUC,12253537,4.83,2426.327084
MARZO,HUI,12253537,2.04,1024.78411
MARZO,IXT,12253537,0,0
MARZO,JCH,12253537,0.54,271.2663821
MARZO,JOS,12253537,1.29,648.0252461
MARZO,JTX,12253537,0.71,356.6650579
MARZO,MIX,12253537,4.29,2155.060702
MARZO,NAT,12253537,0,0
MARZO,NEZ,12253537,0.92,462.1575398
MARZO,PAC,12253537,1,502.345152
MARZO,PIN,12253537,1,502.345152
MARZO,PUE,12253537,1.17,587.7438278
MARZO,QUE,12253537,4.25,2134.966896
MARZO,SAU,12253537,1.08,542.5327642
MARZO,SCY,12253537,6.46,3245.149682
MARZO,SFE,12253537,0.79,396.8526701
MARZO,SJU,12253537,1.63,818.8225978
MARZO,TEC,12253537,1.25,627.93144
MARZO,TEH,12253537,0,0
MARZO,TEP,12253537,0.25,125.586288
MARZO,TEX,12253537,2.58,1296.050492
MARZO,TLA,12253537,4.25,2134.966896
MARZO,TLP,12253537,0.04,20.09380608
MARZO,TLX,12253537,0.21,105.4924819
MARZO,TPC,12253537,0.75,376.758864
MARZO,TUA,12253537,2.5,1255.86288
MARZO,TUL,12253537,3.33,1672.809356
MARZO,VIA,12253537,0.08,40.18761216
MARZO,XAL,12253537,1.92,964.5026918
MARZO,ZAR,12253537,1.08,542.5327642
MARZO,ZUM,12253537,0.58,291.3601882
MARZO,MAR,12256890,0,0
MARZO,ACT,12256890,0,0
MARZO,AME,12256890,0,0
MARZO,APZ,12256890,0,0
MARZO,AYO,12256890,0,0
MARZO,CAL,12256890,0,0
MARZO,CAM,12256890,0.96,482.2513459
MARZO,CAQ,12256890,0,0
MARZO,CHA,12256890,1.04,522.4389581
MARZO,CHO,12256890,0,0
MARZO,CUA,12256890,0,0
MARZO,E314,12256890,0,0
MARZO,GAL,12256890,0,0
MARZO,HCT,12256890,0,0
MARZO,HUA,12256890,0,0
MARZO,HUC,12256890,0,0
MARZO,HUI,12256890,0,0
MARZO,IXT,12256890,0,0
MARZO,JCH,12256890,0.75,376.758864
MARZO,JOS,12256890,0,0
MARZO,JTX,12256890,0,0
MARZO,MIX,12256890,0,0
MARZO,NAT,12256890,0,0
MARZO,NEZ,12256890,0.21,105.4924819
MARZO,PAC,12256890,0,0
MARZO,PIN,12256890,0,0
MARZO,PUE,12256890,0,0
MARZO,QUE,12256890,0,0
MARZO,SAU,12256890,0,0
MARZO,SCY,12256890,0,0
MARZO,SFE,12256890,0.75,376.758864
MARZO,SJU,12256890,0,0
MARZO,TEC,12256890,0,0
MARZO,TEH,12256890,0,0
MARZO,TEP,12256890,0,0
MARZO,TEX,12256890,0.04,20.09380608
MARZO,TLA,12256890,0.96,482.2513459
MARZO,TLP,12256890,1,502.345152
MARZO,TLX,12256890,0,0
MARZO,TPC,12256890,0,0
MARZO,TUA,12256890,0,0
MARZO,TUL,12256890,0,0
MARZO,VIA,12256890,0.79,396.8526701
MARZO,XAL,12256890,0,0
MARZO,ZAR,12256890,0,0
MARZO,ZUM,12256890,0,0
MARZO,MAR,12340205,0.3,25.20811368
MARZO,ACT,12340205,0,0
MARZO,AME,12340205,0,0
MARZO,APZ,12340205,0,0
MARZO,AYO,12340205,0.2,16.80540912
MARZO,CAL,12340205,0.5,42.0135228
MARZO,CAM,12340205,0,0
MARZO,CAQ,12340205,0,0
MARZO,CHA,12340205,0,0
MARZO,CHO,12340205,0.3,25.20811368
MARZO,CUA,12340205,0,0
MARZO,E314,12340205,0.2,16.80540912
MARZO,GAL,12340205,0.6,50.41622736
MARZO,HCT,12340205,0.2,16.80540912
MARZO,HUA,12340205,0,0
MARZO,HUC,12340205,0.1,8.40270456
MARZO,HUI,12340205,0.1,8.40270456
MARZO,IXT,12340205,0,0
MARZO,JCH,12340205,0.4,33.61081824
MARZO,JOS,12340205,0,0
MARZO,JTX,12340205,0,0
MARZO,MIX,12340205,0.8,67.22163648
MARZO,NAT,12340205,0,0
MARZO,NEZ,12340205,0,0
MARZO,PAC,12340205,0,0
MARZO,PIN,12340205,0.1,8.40270456
MARZO,PUE,12340205,0.1,8.40270456
MARZO,QUE,12340205,0,0
MARZO,SAU,12340205,0,0
MARZO,SCY,12340205,0,0
MARZO,SFE,12340205,0,0
MARZO,SJU,12340205,0,0
MARZO,TEC,12340205,0.3,25.20811368
MARZO,TEH,12340205,0,0
MARZO,TEP,12340205,0,0
MARZO,TEX,12340205,0.3,25.20811368
MARZO,TLA,12340205,0.2,16.80540912
MARZO,TLP,12340205,0,0
MARZO,TLX,12340205,0,0
MARZO,TPC,12340205,0,0
MARZO,TUA,12340205,0.2,16.80540912
MARZO,TUL,12340205,0,0
MARZO,VIA,12340205,0,0
MARZO,XAL,12340205,0.1,8.40270456
MARZO,ZAR,12340205,0,0
MARZO,ZUM,12340205,0,0
MARZO,MAR,12309289,0,0
MARZO,ACT,12309289,0,0
MARZO,AME,12309289,0,0
MARZO,APZ,12309289,0,0
MARZO,AYO,12309289,0,0
MARZO,CAL,12309289,0,0
MARZO,CAM,12309289,0,0
MARZO,CAQ,12309289,0,0
MARZO,CHA,12309289,0,0
MARZO,CHO,12309289,0,0
MARZO,CUA,12309289,0,0
MARZO,E314,12309289,0,0
MARZO,GAL,12309289,0,0
MARZO,HCT,12309289,0,0
MARZO,HUA,12309289,0,0
MARZO,HUC,12309289,0,0
MARZO,HUI,12309289,0,0
MARZO,IXT,12309289,0,0
MARZO,JCH,12309289,0,0
MARZO,JOS,12309289,0,0
MARZO,JTX,12309289,0,0
MARZO,MIX,12309289,0,0
MARZO,NAT,12309289,0,0
MARZO,NEZ,12309289,0,0
MARZO,PAC,12309289,0,0
MARZO,PIN,12309289,0.07,29.209194
MARZO,PUE,12309289,0,0
MARZO,QUE,12309289,0,0
MARZO,SAU,12309289,0,0
MARZO,SCY,12309289,0,0
MARZO,SFE,12309289,0,0
MARZO,SJU,12309289,0,0
MARZO,TEC,12309289,0,0
MARZO,TEH,12309289,0,0
MARZO,TEP,12309289,0,0
MARZO,TEX,12309289,0,0
MARZO,TLA,12309289,0,0
MARZO,TLP,12309289,0,0
MARZO,TLX,12309289,0,0
MARZO,TPC,12309289,0,0
MARZO,TUA,12309289,0,0
MARZO,TUL,12309289,0,0
MARZO,VIA,12309289,0,0
MARZO,XAL,12309289,0,0
MARZO,ZAR,12309289,0,0
MARZO,ZUM,12309289,0,0
MARZO,MAR,12335796,1.1,92.42975016
MARZO,ACT,12335796,0,0
MARZO,AME,12335796,0,0
MARZO,APZ,12335796,0.3,25.20811368
MARZO,AYO,12335796,0.2,16.80540912
MARZO,CAL,12335796,0,0
MARZO,CAM,12335796,0,0
MARZO,CAQ,12335796,0,0
MARZO,CHA,12335796,0,0
MARZO,CHO,12335796,0.8,67.22163648
MARZO,CUA,12335796,0,0
MARZO,E314,12335796,0,0
MARZO,GAL,12335796,1.2,100.8324547
MARZO,HCT,12335796,0,0
MARZO,HUA,12335796,0,0
MARZO,HUC,12335796,0.2,16.80540912
MARZO,HUI,12335796,1.1,92.42975016
MARZO,IXT,12335796,0,0
MARZO,JCH,12335796,0,0
MARZO,JOS,12335796,0,0
MARZO,JTX,12335796,0,0
MARZO,MIX,12335796,0.9,75.62434104
MARZO,NAT,12335796,0,0
MARZO,NEZ,12335796,0,0
MARZO,PAC,12335796,0.1,8.40270456
MARZO,PIN,12335796,0,0
MARZO,PUE,12335796,0,0
MARZO,QUE,12335796,1.1,92.42975016
MARZO,SAU,12335796,0,0
MARZO,SCY,12335796,0.6,50.41622736
MARZO,SFE,12335796,0.5,42.0135228
MARZO,SJU,12335796,0,0
MARZO,TEC,12335796,0.7,58.81893192
MARZO,TEH,12335796,0,0
MARZO,TEP,12335796,0,0
MARZO,TEX,12335796,0,0
MARZO,TLA,12335796,0,0
MARZO,TLP,12335796,0,0
MARZO,TLX,12335796,0,0
MARZO,TPC,12335796,0,0
MARZO,TUA,12335796,1,84.0270456
MARZO,TUL,12335796,0,0
MARZO,VIA,12335796,0,0
MARZO,XAL,12335796,0.2,16.80540912
MARZO,ZAR,12335796,0,0
MARZO,ZUM,12335796,0,0
MARZO,MAR,12311090,12.81,11081.73629
MARZO,ACT,12311090,0.94,813.179712
MARZO,AME,12311090,1.48,1280.325504
MARZO,APZ,12311090,29.4,25433.49312
MARZO,AYO,12311090,9.17,7932.827616
MARZO,CAL,12311090,12.85,11116.33968
MARZO,CAM,12311090,0.17,147.064416
MARZO,CAQ,12311090,0.5,432.5424
MARZO,CHA,12311090,14.58,12612.93638
MARZO,CHO,12311090,5.73,4956.935904
MARZO,CUA,12311090,5.25,4541.6952
MARZO,E314,12311090,5.46,4723.363008
MARZO,GAL,12311090,2.83,2448.189984
MARZO,HCT,12311090,4.58,3962.088384
MARZO,HUA,12311090,1.52,1314.928896
MARZO,HUC,12311090,4.54,3927.484992
MARZO,HUI,12311090,8.5,7353.2208
MARZO,IXT,12311090,0,0
MARZO,JCH,12311090,11.33,9801.410784
MARZO,JOS,12311090,0.13,112.461024
MARZO,JTX,12311090,9.33,8071.241184
MARZO,MIX,12311090,0.25,216.2712
MARZO,NAT,12311090,1.56,1349.532288
MARZO,NEZ,12311090,1.81,1565.803488
MARZO,PAC,12311090,9.83,8503.783584
MARZO,PIN,12311090,6.69,5787.417312
MARZO,PUE,12311090,1.75,1513.8984
MARZO,QUE,12311090,6.67,5770.115616
MARZO,SAU,12311090,5.02,4342.725696
MARZO,SCY,12311090,12.25,10597.2888
MARZO,SFE,12311090,4.19,3624.705312
MARZO,SJU,12311090,2.83,2448.189984
MARZO,TEC,12311090,4.81,4161.057888
MARZO,TEH,12311090,0.52,449.844096
MARZO,TEP,12311090,2.35,2032.94928
MARZO,TEX,12311090,17.25,14922.7128
MARZO,TLA,12311090,4.15,3590.10192
MARZO,TLP,12311090,2.06,1782.074688
MARZO,TLX,12311090,3.73,3226.766304
MARZO,TPC,12311090,0,0
MARZO,TUA,12311090,2.13,1842.630624
MARZO,TUL,12311090,5.67,4905.030816
MARZO,VIA,12311090,5.5,4757.9664
MARZO,XAL,12311090,4.27,3693.912096
MARZO,ZAR,12311090,3.92,3391.132416
MARZO,ZUM,12311090,3.13,2707.715424
MARZO,MAR,12351599,2.75,2160.70536
MARZO,ACT,12351599,2.42,1901.420717
MARZO,AME,12351599,2.5,1964.2776
MARZO,APZ,12351599,10.25,8053.53816
MARZO,AYO,12351599,5.79,4549.266922
MARZO,CAL,12351599,3.21,2522.132438
MARZO,CAM,12351599,4.04,3174.272602
MARZO,CAQ,12351599,2.58,2027.134483
MARZO,CHA,12351599,6.67,5240.692637
MARZO,CHO,12351599,2.63,2066.420035
MARZO,CUA,12351599,10.37,8147.823485
MARZO,E314,12351599,0,0
MARZO,GAL,12351599,3,2357.13312
MARZO,HCT,12351599,9.17,7204.970237
MARZO,HUA,12351599,1.42,1115.709677
MARZO,HUC,12351599,4.42,3472.842797
MARZO,HUI,12351599,17.04,13388.51612
MARZO,IXT,12351599,0,0
MARZO,JCH,12351599,7.96,6254.259878
MARZO,JOS,12351599,2.75,2160.70536
MARZO,JTX,12351599,6.79,5334.977962
MARZO,MIX,12351599,22.17,17419.21376
MARZO,NAT,12351599,0,0
MARZO,NEZ,12351599,0,0
MARZO,PAC,12351599,2,1571.42208
MARZO,PIN,12351599,4.13,3244.986595
MARZO,PUE,12351599,1.04,817.1394816
MARZO,QUE,12351599,2.96,2325.704678
MARZO,SAU,12351599,0,0
MARZO,SCY,12351599,0,0
MARZO,SFE,12351599,13.63,10709.24148
MARZO,SJU,12351599,0.79,620.7117216
MARZO,TEC,12351599,8.67,6812.114717
MARZO,TEH,12351599,0,0
MARZO,TEP,12351599,0.58,455.7124032
MARZO,TEX,12351599,7.04,5531.405722
MARZO,TLA,12351599,7.08,5562.834163
MARZO,TLP,12351599,0.79,620.7117216
MARZO,TLX,12351599,6.04,4745.694682
MARZO,TPC,12351599,4,3142.84416
MARZO,TUA,12351599,15.63,12280.66356
MARZO,TUL,12351599,0.75,589.28328
MARZO,VIA,12351599,1.96,1539.993638
MARZO,XAL,12351599,4.96,3897.126758
MARZO,ZAR,12351599,4.33,3402.128803
MARZO,ZUM,12351599,2.25,1767.84984
MARZO,MAR,12350402,0,0
MARZO,ACT,12350402,0,0
MARZO,AME,12350402,0,0
MARZO,APZ,12350402,0.13,70.1853984
MARZO,AYO,12350402,0.29,156.5674272
MARZO,CAL,12350402,0.08,43.1910144
MARZO,CAM,12350402,0,0
MARZO,CAQ,12350402,0,0
MARZO,CHA,12350402,0,0
MARZO,CHO,12350402,1.25,674.8596
MARZO,CUA,12350402,0.04,21.5955072
MARZO,E314,12350402,0,0
MARZO,GAL,12350402,0,0
MARZO,HCT,12350402,2,1079.77536
MARZO,HUA,12350402,0.88,475.1011584
MARZO,HUC,12350402,0,0
MARZO,HUI,12350402,0,0
MARZO,IXT,12350402,0,0
MARZO,JCH,12350402,0.46,248.3483328
MARZO,JOS,12350402,0,0
MARZO,JTX,12350402,0,0
MARZO,MIX,12350402,0,0
MARZO,NAT,12350402,0,0
MARZO,NEZ,12350402,0,0
MARZO,PAC,12350402,0,0
MARZO,PIN,12350402,0,0
MARZO,PUE,12350402,0.04,21.5955072
MARZO,QUE,12350402,0,0
MARZO,SAU,12350402,0,0
MARZO,SCY,12350402,0,0
MARZO,SFE,12350402,0,0
MARZO,SJU,12350402,0,0
MARZO,TEC,12350402,0,0
MARZO,TEH,12350402,0.71,383.3202528
MARZO,TEP,12350402,0,0
MARZO,TEX,12350402,0,0
MARZO,TLA,12350402,0,0
MARZO,TLP,12350402,0.33,178.1629344
MARZO,TLX,12350402,0,0
MARZO,TPC,12350402,0,0
MARZO,TUA,12350402,0,0
MARZO,TUL,12350402,0.33,178.1629344
MARZO,VIA,12350402,0,0
MARZO,XAL,12350402,0,0
MARZO,ZAR,12350402,0,0
MARZO,ZUM,12350402,0,0
MARZO,MAR,12221125,11.08,6616.174694
MARZO,ACT,12221125,8.69,5189.039539
MARZO,AME,12221125,10.56,6305.668301
MARZO,APZ,12221125,33.71,20129.17409
MARZO,AYO,12221125,31.88,19036.43044
MARZO,CAL,12221125,15.65,9345.048192
MARZO,CAM,12221125,5.42,3236.432026
MARZO,CAQ,12221125,2.6,1552.531968
MARZO,CHA,12221125,16.81,10037.7163
MARZO,CHO,12221125,1.75,1044.97344
MARZO,CUA,12221125,18.94,11309.59826
MARZO,E314,12221125,7.35,4388.888448
MARZO,GAL,12221125,6.65,3970.899072
MARZO,HCT,12221125,10.48,6257.898086
MARZO,HUA,12221125,3.75,2239.2288
MARZO,HUC,12221125,6.35,3791.760768
MARZO,HUI,12221125,10.69,6383.294899
MARZO,IXT,12221125,0,0
MARZO,JCH,12221125,5.4,3224.489472
MARZO,JOS,12221125,1.6,955.404288
MARZO,JTX,12221125,11.19,6681.858739
MARZO,MIX,12221125,22.79,13608.53983
MARZO,NAT,12221125,0.56,334.3915008
MARZO,NEZ,12221125,3.13,1869.009638
MARZO,PAC,12221125,9.56,5708.540621
MARZO,PIN,12221125,8.4,5015.872512
MARZO,PUE,12221125,2.85,1701.813888
MARZO,QUE,12221125,14.71,8783.748173
MARZO,SAU,12221125,2,1194.25536
MARZO,SCY,12221125,16.9,10091.45779
MARZO,SFE,12221125,15.27,9118.139674
MARZO,SJU,12221125,1.65,985.260672
MARZO,TEC,12221125,8.35,4986.016128
MARZO,TEH,12221125,0,0
MARZO,TEP,12221125,10.21,6096.673613
MARZO,TEX,12221125,17.92,10700.52803
MARZO,TLA,12221125,10.15,6060.845952
MARZO,TLP,12221125,4.65,2776.643712
MARZO,TLX,12221125,5.9,3523.053312
MARZO,TPC,12221125,0,0
MARZO,TUA,12221125,12.31,7350.641741
MARZO,TUL,12221125,8.96,5350.264013
MARZO,VIA,12221125,10.23,6108.616166
MARZO,XAL,12221125,11.04,6592.289587
MARZO,ZAR,12221125,6.71,4006.726733
MARZO,ZUM,12221125,0.46,274.6787328
MARZO,MAR,12282476,0,0
MARZO,ACT,12282476,0,0
MARZO,AME,12282476,0,0
MARZO,APZ,12282476,0,0
MARZO,AYO,12282476,0,0
MARZO,CAL,12282476,0,0
MARZO,CAM,12282476,0.35,150.495408
MARZO,CAQ,12282476,0,0
MARZO,CHA,12282476,0,0
MARZO,CHO,12282476,1.52,653.5800576
MARZO,CUA,12282476,0,0
MARZO,E314,12282476,0,0
MARZO,GAL,12282476,0,0
MARZO,HCT,12282476,1.67,718.0780896
MARZO,HUA,12282476,0,0
MARZO,HUC,12282476,0,0
MARZO,HUI,12282476,0,0
MARZO,IXT,12282476,0,0
MARZO,JCH,12282476,0,0
MARZO,JOS,12282476,0,0
MARZO,JTX,12282476,0,0
MARZO,MIX,12282476,0,0
MARZO,NAT,12282476,0,0
MARZO,NEZ,12282476,0,0
MARZO,PAC,12282476,0,0
MARZO,PIN,12282476,0,0
MARZO,PUE,12282476,0,0
MARZO,QUE,12282476,0,0
MARZO,SAU,12282476,8.17,3512.99281
MARZO,SCY,12282476,0,0
MARZO,SFE,12282476,0,0
MARZO,SJU,12282476,0,0
MARZO,TEC,12282476,0,0
MARZO,TEH,12282476,0,0
MARZO,TEP,12282476,0,0
MARZO,TEX,12282476,0,0
