CADENA,DESCRIPCION,ItemNumber,MARCA,CATEGORIA,SEMANA,AÑO,MES,Ventas,Precio,Sugerido,MAX Q,Fecha
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,1,2018,1,1312681.055,24.56,25.04,26.31,02/01/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,1,2018,1,1300272.535,24.64,24.64,27.52,02/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,1,2018,1,1312304.555,27.82,27.82,27.82,02/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,1,2018,1,1349472.105,27.92,28.16,28.16,02/01/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,1,2018,1,1295642.165,48.6,53.1,57.74,02/01/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,1,2018,1,1292582.165,48.6,53.96,57.74,02/01/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,1,2018,1,1294697.165,48.6,53.73,57.74,02/01/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,1,2018,1,1337372.535,24.46,24.86,27.57,02/01/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,1,2018,1,1304251.355,17.15,18.21,19.17,02/01/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,1,2018,1,1332763.355,24.56,24.56,26.67,02/01/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,1,2018,1,1313855.725,24.97,26.38,30.2,02/01/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,1,2018,1,1302653.525,17.39,18.4,19.2,02/01/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,1,2018,1,1301654.975,24.93,28.01,32,02/01/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,1,2018,1,1327462.915,24.07,24.07,24.32,02/01/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,1,2018,1,1318647.205,24.29,24.29,24.63,02/01/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,1,2018,1,1301229.975,23.66,23.66,23.94,02/01/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,1,2018,1,1297403.155,59.9,59.9,59.9,02/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,1,2018,1,1307471.995,24.86,26.07,30.04,02/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,1,2018,1,1302317.935,17.15,18.24,19.32,02/01/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,1,2018,1,1306238.125,17.4,18.29,19.32,02/01/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,1,2018,1,1309491.685,72,72.1,72.1,02/01/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,1,2018,1,1305047.605,41.23,41.3,41.3,02/01/18
COSTCO,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,1,2018,1,1307620.845,54.58,54.58,54.58,02/01/18
COSTCO,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,1,2018,1,1337423.075,68.95,68.95,68.95,02/01/18
COSTCO,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,1,2018,1,1355473.275,39.15,39.15,39.15,02/01/18
COSTCO,ENGLISH MUFFINS NATURAL 340G CU THO,A48121102081,THOMAS,BOLLERIA,1,2018,1,1293216.705,38.95,38.95,38.95,02/01/18
COSTCO,BAGELS REGULAR 567G CU THO,A48121277079,THOMAS,BOLLERIA,1,2018,1,1292344.165,50.98,50.98,50.98,02/01/18
COSTCO,EMPANIZADOR SIN GLUTEN SANISSIMO 200 GRS,A658480002399,SANISSIMO,SECOS,1,2018,1,1292264.965,18.26,18.26,18.26,02/01/18
COSTCO,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,1,2018,1,1295418.895,48.62,48.62,48.62,02/01/18
COSTCO,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,1,2018,1,1293932.165,48.6,48.6,48.6,02/01/18
COSTCO,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,1,2018,1,1295282.165,48.6,48.6,48.6,02/01/18
COSTCO,GALLETAS DE ARROZ CON ARANDANO Y CHOCOLA,A7501030456162,SANISSIMO,GALLETAS,1,2018,1,1294186.675,74,74,74,02/01/18
COSTCO,GABI GALLETA COSTAL TARTAS 400GR,A7501030457428,GABI,GALLETAS,1,2018,1,1363187.675,48.45,48.45,48.45,02/01/18
COSTCO,BAGELS BLUEBERRY 567G CU THO,A7501030459699,THOMAS,BOLLERIA,1,2018,1,1292644.165,65.88,65.88,65.88,02/01/18
COSTCO,BAGELS CINAMMON RAISIN 567G BOLSA CU THO,A7501030460299,THOMAS,BOLLERIA,1,2018,1,1292888.165,65.88,65.88,65.88,02/01/18
COSTCO,GALLETAS CON MANTEQUILLA SURTIDO DANES GABI 300 GRS,A7501030471288,GABI,GALLETAS,1,2018,1,1406234.055,42.06,42.06,42.06,02/01/18
COSTCO,CAJA NANO BESOS NUEZ 340G GBI,A7501030476979,GABI,GALLETAS,1,2018,1,1332158.635,37.86,37.86,37.86,02/01/18
COSTCO,GALLETA SURTIDO FINO GABI BLI 200GR,A7501030481720,GABI,GALLETAS,1,2018,1,1303605.875,19.67,19.67,80.29,02/01/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,1,2018,1,2081495.065,60.01,60.03,60.03,02/01/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,1,2018,1,1758599.215,52.2,53.13,53.13,02/01/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,1,2018,1,1981563.115,48.96,48.96,48.96,02/01/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,1,2018,1,1536464.865,88.98,88.98,88.98,02/01/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,1,2018,1,1694820.035,114.62,115.03,115.03,02/01/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,1,2018,1,1916637.925,100.64,101.15,105.73,02/01/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,1,2018,1,1519328.775,104.81,107.85,109.62,02/01/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,1,2018,1,1543732.425,89.05,89.05,89.05,02/01/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,1,2018,1,2218379.655,103.96,103.97,103.97,02/01/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,1,2018,1,1962745.185,68.74,68.74,76.55,02/01/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,1,2018,1,1461914.215,69.91,69.99,70.01,02/01/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,1,2018,1,1387000.485,27.93,27.99,28,02/01/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,2,2018,1,1312637.985,24.21,25.04,26.31,09/01/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,2,2018,1,1304345.415,24.45,24.64,27.52,09/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,2,2018,1,1315762.825,27.24,27.82,27.82,09/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,2,2018,1,1364279.865,27.35,28.16,28.16,09/01/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,2,2018,1,1298477.165,48.6,53.1,57.74,09/01/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,2,2018,1,1293077.165,48.6,53.96,57.74,09/01/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,2,2018,1,1295057.165,48.6,53.73,57.74,09/01/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,2,2018,1,1360202.775,22.01,24.86,27.57,09/01/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,2,2018,1,1305480.605,17.01,18.21,19.17,09/01/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,2,2018,1,1364675.155,20.67,24.56,26.67,09/01/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,2,2018,1,1330904.495,21.09,26.38,30.2,09/01/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,2,2018,1,1303394.775,16.96,18.4,19.2,09/01/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,2,2018,1,1317337.745,20.96,28.01,32,09/01/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,2,2018,1,1362900.985,19.21,24.07,24.32,09/01/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,2,2018,1,1342634.805,19.24,24.29,24.63,09/01/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,2,2018,1,1309395.915,19.13,23.66,23.94,09/01/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,2,2018,1,1296794.975,56.82,59.9,59.9,09/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,2,2018,1,1316799.225,21.64,26.07,30.04,09/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,2,2018,1,1303756.355,16.64,18.24,19.32,09/01/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,2,2018,1,1305687.065,16.94,18.29,19.32,09/01/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,2,2018,1,1303588.585,70.34,72.1,72.1,09/01/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,2,2018,1,1297432.425,40.22,41.3,41.3,09/01/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,2,2018,1,2291423.025,60.03,60.03,60.03,09/01/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,2,2018,1,2003806.575,52.36,53.13,53.13,09/01/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,2,2018,1,2351785.145,48.91,48.96,48.96,09/01/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,2,2018,1,1727561.705,88.96,88.98,88.98,09/01/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,2,2018,1,1778189.855,115.03,115.03,115.03,09/01/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,2,2018,1,2358199.575,100.37,101.15,105.73,09/01/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,2,2018,1,1655422.815,105.01,107.85,109.62,09/01/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,2,2018,1,2051280.835,89.02,89.05,89.05,09/01/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,2,2018,1,2799914.495,103.97,103.97,103.97,09/01/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,2,2018,1,2486279.005,68.02,68.74,76.55,09/01/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,2,2018,1,1606744.465,69.99,69.99,70.01,09/01/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,2,2018,1,1453014.545,27.93,27.99,28,09/01/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,3,2018,1,1315137.465,24.49,25.04,26.31,16/01/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,3,2018,1,1305109.615,24.64,24.64,27.52,16/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,3,2018,1,1312963.725,27.18,27.82,27.82,16/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,3,2018,1,1345369.435,27.56,28.16,28.16,16/01/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,3,2018,1,1298792.165,48.6,53.1,57.74,16/01/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,3,2018,1,1293122.165,48.6,53.96,57.74,16/01/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,3,2018,1,1297712.165,48.6,53.73,57.74,16/01/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,3,2018,1,1370563.885,20.51,24.86,27.57,16/01/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,3,2018,1,1306577.395,15.74,18.21,19.17,16/01/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,3,2018,1,1357566.815,19.79,24.56,26.67,16/01/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,3,2018,1,1321384.025,20.54,26.38,30.2,16/01/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,3,2018,1,1302697.445,15.45,18.4,19.2,16/01/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,3,2018,1,1315664.325,20.22,28.01,32,16/01/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,3,2018,1,1348179.655,18.39,24.07,24.32,16/01/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,3,2018,1,1336496.205,18.72,24.29,24.63,16/01/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,3,2018,1,1311222.705,18.03,23.66,23.94,16/01/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,3,2018,1,1296131.455,54.9,59.9,59.9,16/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,3,2018,1,1318904.375,20.59,26.07,30.04,16/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,3,2018,1,1304278.575,15.48,18.24,19.32,16/01/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,3,2018,1,1306696.655,16.08,18.29,19.32,16/01/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,3,2018,1,1304237.335,64.44,72.1,72.1,16/01/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,3,2018,1,1298706.765,36.99,41.3,41.3,16/01/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,3,2018,1,2562445.885,59.76,60.03,60.03,16/01/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,3,2018,1,2072751.715,52.52,53.13,53.13,16/01/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,3,2018,1,2558312.645,48.38,48.96,48.96,16/01/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,3,2018,1,1778884.975,88.6,88.98,88.98,16/01/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,3,2018,1,1848008.695,114.54,115.03,115.03,16/01/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,3,2018,1,2460130.795,100.67,101.15,105.73,16/01/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,3,2018,1,1660981.985,107.85,107.85,109.62,16/01/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,3,2018,1,2615679.435,88.35,89.05,89.05,16/01/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,3,2018,1,2933713.615,102.73,103.97,103.97,16/01/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,3,2018,1,2442701.085,67.94,68.74,76.55,16/01/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,3,2018,1,1630815.555,69.66,69.99,70.01,16/01/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,3,2018,1,1471542.545,27.93,27.99,28,16/01/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,4,2018,1,1318169.475,25.04,25.04,26.31,23/01/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,4,2018,1,1305530.205,24.54,24.64,27.52,23/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,4,2018,1,1319263.705,27.45,27.82,27.82,23/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,4,2018,1,1328712.715,28.16,28.16,28.16,23/01/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,4,2018,1,1297307.165,48.6,53.1,57.74,23/01/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,4,2018,1,1293572.165,48.6,53.96,57.74,23/01/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,4,2018,1,1299197.165,48.6,53.73,57.74,23/01/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,4,2018,1,1345874.705,21.62,24.86,27.57,23/01/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,4,2018,1,1307219.545,16.32,18.21,19.17,23/01/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,4,2018,1,1336058.755,20.56,24.56,26.67,23/01/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,4,2018,1,1310572.455,22.6,26.38,30.2,23/01/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,4,2018,1,1303510.215,16.46,18.4,19.2,23/01/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,4,2018,1,1304002.755,21.78,28.01,32,23/01/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,4,2018,1,1322157.795,19.98,24.07,24.32,23/01/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,4,2018,1,1316114.905,20.25,24.29,24.63,23/01/18
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,4,2018,1,1304648.745,19.18,23.66,23.94,23/01/18
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,4,2018,1,1295883.645,53.91,59.9,59.9,23/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,4,2018,1,1309204.245,21.85,26.07,30.04,23/01/18
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,4,2018,1,1304637.145,16.39,18.24,19.32,23/01/18
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,4,2018,1,1305702.195,16.87,18.29,19.32,23/01/18
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,4,2018,1,1302767.445,66.54,72.1,72.1,23/01/18
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,4,2018,1,1298312.095,36.9,41.3,41.3,23/01/18
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,4,2018,1,2444285.315,60.02,60.03,60.03,23/01/18
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,4,2018,1,2006626.575,53.13,53.13,53.13,23/01/18
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,4,2018,1,2361443.255,48.86,48.96,48.96,23/01/18
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,4,2018,1,1720774.325,88.93,88.98,88.98,23/01/18
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,4,2018,1,1806206.585,115.01,115.03,115.03,23/01/18
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,4,2018,1,2227665.005,101.15,101.15,105.73,23/01/18
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,4,2018,1,1626627.645,105.78,107.85,109.62,23/01/18
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,4,2018,1,2544141.935,89.02,89.05,89.05,23/01/18
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,4,2018,1,2577394.615,103.94,103.97,103.97,23/01/18
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,4,2018,1,2274568.275,68,68.74,76.55,23/01/18
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,4,2018,1,1609128.985,69.96,69.99,70.01,23/01/18
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,4,2018,1,1464517.435,27.99,27.99,28,23/01/18
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,5,2018,1,1314454.895,22.49,25.04,26.31,30/01/18
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,5,2018,1,1303996.055,22.1,24.64,27.52,30/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,5,2018,1,1320595.435,25.19,27.82,27.82,30/01/18
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,5,2018,1,1319868.915,24.45,28.16,28.16,30/01/18
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,5,2018,1,1300180.865,53.1,53.1,57.74,30/01/18
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,5,2018,1,1293589.805,53.96,53.96,57.74,30/01/18
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,5,2018,1,1300344.305,53.73,53.73,57.74,30/01/18
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,5,2018,1,1336697.205,24.86,24.86,27.57,30/01/18
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,5,2018,1,1309540.485,18.21,18.21,19.17,30/01/18
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,5,2018,1,1330230.275,23.59,24.56,26.67,30/01/18
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,5,2018,1,1309378.945,26.38,26.38,30.2,30/01/18
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,5,2018,1,1302393.495,18.4,18.4,19.2,30/01/18
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,5,2018,1,1303218.125,28.01,28.01,32,30/01/18
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,5,2018,1,1322028.275,22.91,24.07,24.32,30/01/18
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,5,2018,1,1318683.145,22.99,24.29,24.63,30/01/18
