CADENA,DESCRIPCION,ItemNumber,MARCA,CATEGORIA,SEMANA,AÑO,MES,Ventas,Precio,Sugerido,MAX Q,Fecha
COSTCO,COSTAL CHOCO CHOXS 400G CU GBI,A7501030427261,GABI,GALLETAS,36,2020,9,1290763.465,38.5,38.5,38.5,05/09/20
COSTCO,BIMBO MINI TOSTAO INTEGRAL 100 GR,A7501030454182,BIMBO,SECOS,36,2020,9,1290724.165,11.52,22.68,22.68,05/09/20
COSTCO,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,36,2020,9,1290780.165,23.76,23.76,23.76,05/09/20
COSTCO,PAN CONGELADO ORGANICO GRANO ENTERO OROWEAT BOLSA 765 GRS,A73410026335,OROWEAT,CONGELADOS,36,2020,9,1292582.165,145.8,145.8,145.8,05/09/20
COSTCO,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,36,2020,9,1290998.165,20.66,22.48,22.48,05/09/20
COSTCO,PAN CONGELADO ORGANICO 22 GRANOS OROWEAT BOLSA 765 GRS,A73410026328,OROWEAT,CONGELADOS,36,2020,9,1293606.945,143.09,145.8,145.8,05/09/20
COSTCO,PAN TOSTADO BIMBO ESPAÑOL CON SALVADO 345 GRS,A7501030422815,BIMBO,SECOS,36,2020,9,1292456.275,42.34,42.34,42.34,05/09/20
COSTCO,PAN TOSTADO BIMBO ESPAÑOL MULTICEREALES 307 GRS,A7501030422792,BIMBO,SECOS,36,2020,9,1293307.855,42.16,42.16,42.16,05/09/20
COSTCO,TOSTADO S/AZUCARES ANADIDOS 345G CU BIM,A7501030422839,BIMBO,SECOS,36,2020,9,1293579.805,42.14,42.14,42.19,05/09/20
COSTCO,TOSTADO TRADICIONAL 345G CU BIM,A7501030422778,BIMBO,SECOS,36,2020,9,1294314.885,39.92,41.24,41.24,05/09/20
COSTCO,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,36,2020,9,1298766.145,51.9,51.92,51.92,05/09/20
COSTCO,GALLETA CEREAL C/CHOC SPIGA 280G CU BIM,A7501030422105,BIMBO,GALLETAS,36,2020,9,1295094.415,25.02,25.02,25.02,05/09/20
COSTCO,EMPANIZADOR SIN GLUTEN SANISSIMO 200 GRS,A658480002399,SANISSIMO,SECOS,36,2020,9,1295034.445,16.63,20.64,27.27,05/09/20
COSTCO,TOSTADO PANECILLOS 225G CU BIM,A7501030422761,BIMBO,SECOS,36,2020,9,1303242.085,39.98,39.98,40.73,05/09/20
COSTCO,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,36,2020,9,1318776.295,59.47,59.9,60.49,05/09/20
COSTCO,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,36,2020,9,1326975.275,64.03,73.63,74.66,05/09/20
COSTCO,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,36,2020,9,1321412.585,51.84,51.84,51.84,05/09/20
COSTCO,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,36,2020,9,1327409.995,51.84,51.84,53.43,05/09/20
COSTCO,GALLETAS DE ARROZ CON ARANDANO Y CHOCOLA,A7501030456162,SANISSIMO,GALLETAS,36,2020,9,1347282.955,78.96,78.99,79.17,05/09/20
COSTCO,GABI GALLETA COSTAL TARTAS 400GR,A7501030457428,GABI,GALLETAS,36,2020,9,1326249.905,48.61,52.52,52.52,05/09/20
COSTCO,GALLETAS AVENA SPIGA 280G CU BIM,A7501030421405,BIMBO,GALLETAS,36,2020,9,1310883.825,25.01,25.02,25.04,05/09/20
COSTCO,GALLETAS AVENA C/FRUTA SPIGA 300G CU BIM,A7501030421382,BIMBO,GALLETAS,36,2020,9,1313281.555,25.02,25.02,25.03,05/09/20
COSTCO,GALLETA SURTIDO FINO GABI BLI 200GR,A7501030481720,GABI,GALLETAS,36,2020,9,1309056.145,19.71,20.23,20.23,05/09/20
COSTCO,BOMBONERA OREJITA 450GR,A7501030423379,GABI,GALLETAS,36,2020,9,1335823.415,44.59,46.11,46.11,05/09/20
COSTCO,GALLETAS CON MANTEQUILLA SURTIDO DANES GABI 300 GRS,A7501030471288,GABI,GALLETAS,36,2020,9,1318769.665,27,33.72,49.9,05/09/20
COSTCO,PRINCIPE CACAHUATE CA 378G CJ CU MLA,A7501030418351,MARINELA,GALLETAS,36,2020,9,1320274.885,27.64,28.99,29.04,05/09/20
COSTCO,CAJA NANO BESOS NUEZ 340G GBI,A7501030476979,GABI,GALLETAS,36,2020,9,1336056.085,38.73,40.23,40.23,05/09/20
COSTCO,"CHOCO CHOXS 100G CJ CU GBI		",A7501030421696,GABI,GALLETAS,36,2020,9,1294227.555,2.62,6.04,13.02,05/09/20
COSTCO,TEDDY CHISPAS 100G CJ CU GBI,A7501030421689,GABI,GALLETAS,36,2020,9,1294472.915,2.13,3.57,10.35,05/09/20
COSTCO,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,36,2020,9,1358752.715,35.1,42.5,42.5,05/09/20
COSTCO,GALLETAS PLATIVOLOS MARINELA 243 GRS,A7501030422709,MARINELA,GALLETAS,36,2020,9,1343435.115,21.67,21.97,22.02,05/09/20
COSTCO,OREJITAS SEL VAR 78G CJ CU GBI,A7501030464754,GABI,GALLETAS,36,2020,9,1309795.215,7.68,7.68,21.76,05/09/20
COSTCO,CANELITAS FLOW 270G MARINELA,A7501030417835,MARINELA,GALLETAS,36,2020,9,1360927.685,17.85,18.97,20.54,05/09/20
COSTCO,MIX TARTAS 110GR,A7501030431961,GABI,GALLETAS,36,2020,9,1332341.325,9.98,9.98,17.8,05/09/20
COSTCO,GALLETAS POLVORONES MARINELA TRIPACK 330 GRS,A7501030417811,MARINELA,GALLETAS,36,2020,9,1367013.945,16.77,17.62,22.61,05/09/20
COSTCO,BESOS DE NUEZ 100G,A7501030464723,GABI,GALLETAS,36,2020,9,1339098.485,9.88,9.93,19.62,05/09/20
COSTCO,DELICIOSAS VAINILLA 276G CU LAR,A7501030463733,LARA,GALLETAS,36,2020,9,1405436.005,16.98,17.01,17.01,05/09/20
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,36,2020,9,2161310.135,54.85,55.04,55.04,05/09/20
FARMACIAS GUADALAJARA,1008 GR TARTAS,A980004477,GABI,GALLETAS ,36,2020,9,2155570.955,81,81,81.01,05/09/20
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,36,2020,9,1873028.655,50.04,62.86,62.86,05/09/20
FARMACIAS GUADALAJARA,14/45GRS SPONCH,A980006096,MARINELA,GALLETAS ,36,2020,9,2039467.485,49.6,56,56,05/09/20
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,36,2020,9,2589680.945,39.47,45.82,45.82,05/09/20
FARMACIAS GUADALAJARA,19/51GRS TRIKITRAKES,A980006097,MARINELA,GALLETAS ,36,2020,9,2003865.205,70.11,81.01,81.01,05/09/20
FARMACIAS GUADALAJARA,22/43G GALLETA GANSI,A980013146,MARINELA,GALLETAS ,36,2020,9,1732340.285,65.89,75.97,75.97,05/09/20
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,36,2020,9,1633242.395,92.56,92.56,92.56,05/09/20
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,36,2020,9,1752701.095,109.02,109.02,109.02,05/09/20
FARMACIAS GUADALAJARA,BANDERILLA 400GR,A980019044,GABI,GALLETAS ,36,2020,9,1355014.075,39.99,79,79.01,05/09/20
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,36,2020,9,2271076.865,95.92,108.66,108.66,05/09/20
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,36,2020,9,1904290.955,96.25,108.99,108.99,05/09/20
FARMACIAS GUADALAJARA,GALLETA PINGUINOS,A980016861,MARINELA,GALLETAS ,36,2020,9,1559061.875,70.81,79.01,79.02,05/09/20
FARMACIAS GUADALAJARA,MIX BITES,A980006098,MARINELA,GALLETAS ,36,2020,9,1381857.475,85.62,129.03,129.03,05/09/20
FARMACIAS GUADALAJARA,MIX BITES,A980006098,MARINELA,GALLETAS ,36,2020,9,1742638.825,117.28,129.03,129.03,05/09/20
FARMACIAS GUADALAJARA,MIX MARINELA,A980006262,MARINELA,GALLETAS ,36,2020,9,2243349.375,64.93,75,75,05/09/20
FARMACIAS GUADALAJARA,MIX PRINCIPE  ,A980017994,MARINELA,GALLETAS ,36,2020,9,2200849.975,99.04,111.03,111.03,05/09/20
FARMACIAS GUADALAJARA,OREJITAS GABI,A980018965,GABI,GALLETAS ,36,2020,9,1525447.965,98.96,98.97,99.01,05/09/20
FARMACIAS GUADALAJARA,SALMAS GALLETAS,A671523,SANISSIMO,TOSTADAS Y TOTOPOS,36,2020,9,2945044.005,61.87,67.69,69.14,05/09/20
FARMACIAS GUADALAJARA,TOSTADAS HORNEADAS,A89498,SANISSIMO,TOSTADAS Y TOTOPOS,36,2020,9,1928644.415,61.68,69.8,69.8,05/09/20
FARMACIAS GUADALAJARA,TOSTADAS MILPAREAL,A980006773,MILPAREAL,TOSTADAS Y TOTOPOS,36,2020,9,1446167.735,79.5,80.46,80.46,05/09/20
FARMACIAS GUADALAJARA,TOTOPOS ANCESTRALES,A980017009,SANISSIMO,TOSTADAS Y TOTOPOS,36,2020,9,1431180.965,96.15,96.16,96.16,05/09/20
FARMACIAS GUADALAJARA,TOTOPOS MILPA REAL,A980014361,MILPAREAL,TOSTADAS Y TOTOPOS,36,2020,9,1501790.655,49.02,49.02,49.03,05/09/20
SUPERAMA,BIMBO BRAN FRUT FRESA 240GR,A7501000137237,BIMBO,BARRAS,37,2020,9,1305766.035,31.98,34.19,35.25,12/09/20
SUPERAMA,BIMBO BRAN FRUT PINA 240GR,A7501000137763,BIMBO,BARRAS,37,2020,9,1299933.865,31.29,34.64,35.31,12/09/20
SUPERAMA,BIMBO BARRA MULTIGRANO LINAZA 192GR,A7501000352777,BIMBO,BARRAS,37,2020,9,1303281.705,29.69,36.07,36.07,12/09/20
SUPERAMA,BIMBO BARRA MULTIGRANO NUEZ 204GR,A7501030424369,BIMBO,BARRAS,37,2020,9,1322798.045,30.31,36.03,36.03,12/09/20
SUPERAMA,EMPANIZADOR SIN GLUTEN SANISSIMO 200 GRS,A658480002399,SANISSIMO,SECOS,37,2020,9,1291286.165,23.76,23.76,23.86,12/09/20
SUPERAMA,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,37,2020,9,1310785.025,53.85,53.88,53.89,12/09/20
SUPERAMA,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,37,2020,9,1306621.265,53.43,53.45,53.46,12/09/20
SUPERAMA,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,37,2020,9,1315806.525,53.18,53.26,53.46,12/09/20
SUPERAMA,GALLETAS CANELITAS MARINELA 240 GRS,A7501030433941,MARINELA,GALLETAS,37,2020,9,1302330.235,25.5,25.5,25.51,12/09/20
SUPERAMA,CANELITAS MARINELA CAJA360GR,A7501030497981,MARINELA,GALLETAS,37,2020,9,1328641.535,26.51,27.02,32.29,12/09/20
SUPERAMA,MARINELA CANELITAS BITES 275GR,A7501030433675,MARINELA,GALLETAS,37,2020,9,1297527.345,26.84,26.86,31.78,12/09/20
SUPERAMA,CANELITAS FLOW 270G MARINELA,A7501030417835,MARINELA,GALLETAS,37,2020,9,1292749.535,22,22,22,12/09/20
SUPERAMA,GALLETAS CANELITAS MARINELA TUBO 180 GRS,A7501030490937,MARINELA,GALLETAS,37,2020,9,1304390.395,18.04,18.38,19.6,12/09/20
SUPERAMA,GALLETAS CHOCOLATE BLANCO PRINCIPE MARINELA 315 GRS,A7501030430940,MARINELA,GALLETAS,37,2020,9,1294540.635,25.5,25.5,25.5,12/09/20
SUPERAMA,GALLETA PRINCIPE CHOCO BLANCO MARINELA 378 CJ,A7501030430872,MARINELA,GALLETAS,37,2020,9,1295556.865,29.68,29.79,32.52,12/09/20
SUPERAMA,GALLETAS CHOCOLATE PRINCIPE MARINELA 315 GRS,A7501030431435,MARINELA,GALLETAS,37,2020,9,1310205.415,25.03,25.04,25.04,12/09/20
SUPERAMA,MLA PRINCIPE CHOCOLATE 378 GR 6 PQ,A7501030467410,MARINELA,GALLETAS,37,2020,9,1327362.305,26.63,26.65,32.56,12/09/20
SUPERAMA,GALLETAS CHOCOLATE SUAVICREMAS MARINELA WAFFER 300 GRS,A7501030461289,MARINELA,GALLETAS,37,2020,9,1291726.955,14.9,19.11,32.5,12/09/20
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA 255 GRS,A7501030431213,MARINELA,GALLETAS,37,2020,9,1298500.085,20.57,20.57,25.52,12/09/20
SUPERAMA,TRIKI TRAKES CAJA 306 GR 5 PQ,A7501030467373,MARINELA,GALLETAS,37,2020,9,1309672.115,28.16,28.28,32.05,12/09/20
SUPERAMA,MARINELA TRIKI TRAK BITES 275GR,A7501030433651,MARINELA,GALLETAS,37,2020,9,1291675.775,25.29,25.29,32,12/09/20
SUPERAMA,GALLETAS CON CHISPAS DE CHOCOLATE TRIKI TRAKES MARINELA TUBO 174 GRS,A7501030491057,MARINELA,GALLETAS,37,2020,9,1304900.855,18.01,18.56,19.73,12/09/20
SUPERAMA,SPONCH 270G,A7501030467281,MARINELA,GALLETAS,37,2020,9,1296486.725,28.06,28.91,32.39,12/09/20
SUPERAMA,GALLETAS CON RELLENO DE FRESA BARRITAS MARINELA 268 GRS,A7501030431480,MARINELA,GALLETAS,37,2020,9,1297038.545,21.22,21.32,25.49,12/09/20
SUPERAMA,MARINELA BARRITAS DE FRESA 335GRS,A7501030467489,MARINELA,GALLETAS,37,2020,9,1325764.485,26.94,29.83,32.29,12/09/20
SUPERAMA,GALLETAS CON RELLENO DE PIÑA BARRITAS MARINELA 268 GRS,A7501030431466,MARINELA,GALLETAS,37,2020,9,1295885.885,25.5,25.5,25.5,12/09/20
SUPERAMA,MARINELA BARRITAS DE PINA 335GRS,A7501030467472,MARINELA,GALLETAS,37,2020,9,1315826.225,26.9,29.74,32.37,12/09/20
SUPERAMA,MARINELA BARRITAS MORAS 335GRS,A7501030470106,MARINELA,GALLETAS,37,2020,9,1300300.745,26.88,29.63,29.63,12/09/20
SUPERAMA,GALLETAS DE ARROZ CON ARANDANO Y CHOCOLA,A7501030456162,SANISSIMO,GALLETAS,37,2020,9,1321913.055,81.45,81.49,81.5,12/09/20
SUPERAMA,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,37,2020,9,1295525.135,60,60.01,60.01,12/09/20
SUPERAMA,GALLETAS FRESA SUAVICREMAS MARINELA WAFFER 300 GRS,A7501030461302,MARINELA,GALLETAS,37,2020,9,1296670.725,15.12,18.92,32.5,12/09/20
SUPERAMA,GALLETAS LIMON PRINCIPE MARINELA 315 GRS,A7501030431428,MARINELA,GALLETAS,37,2020,9,1294894.765,25.5,25.5,25.5,12/09/20
SUPERAMA,GALLETA PRINCIPE LIMON MARINELA 378 GR,A7501030471554,MARINELA,GALLETAS,37,2020,9,1295476.875,32.5,32.5,32.61,12/09/20
SUPERAMA,GALLETAS PLATIVOLOS MARINELA 243 GRS,A7501030422709,MARINELA,GALLETAS,37,2020,9,1293420.955,20.05,20.1,24.03,12/09/20
SUPERAMA,GALLETAS POLVORONES MARINELA 296 GRS,A7501030431442,MARINELA,GALLETAS,37,2020,9,1297286.475,21.2,21.29,25.5,12/09/20
SUPERAMA,GALLETAS POLVORONES MARINELA 375 GRS,A7501030467298,MARINELA,GALLETAS,37,2020,9,1305894.575,26.92,28.08,32.15,12/09/20
SUPERAMA,MARINELA POLVORON BITES 275GR,A7501030433668,MARINELA,GALLETAS,37,2020,9,1294195.665,25.23,25.23,31.77,12/09/20
SUPERAMA,GALLETAS POLVORONES MARINELA TUBO 250 GRS,A7501030490920,MARINELA,GALLETAS,37,2020,9,1306575.655,18.06,18.5,19.62,12/09/20
SUPERAMA,GALLETAS PRINCIPE MARINELA TUBO 152 GRS,A7501030491071,MARINELA,GALLETAS,37,2020,9,1305159.805,17.8,17.86,19.97,12/09/20
SUPERAMA,GALLETAS POLVORONES MARINELA TRIPACK 330 GRS,A7501030417811,MARINELA,GALLETAS,37,2020,9,1292912.545,23.98,24,24,12/09/20
SUPERAMA,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,37,2020,9,1295026.605,74.3,74.31,74.31,12/09/20
SUPERAMA,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,37,2020,9,1294591.605,40.89,40.89,43,12/09/20
SUPERAMA,GALLETAS TENTACION CANELITAS MARINELA 292 GRS,A7501030459279,MARINELA,GALLETAS,37,2020,9,1301062.145,32,32,32.02,12/09/20
SUPERAMA,GALLETAS TENTACION PRINCIPE MARINELA 315 GRS,A7501030431459,MARINELA,GALLETAS,37,2020,9,1299757.965,25.5,25.5,25.51,12/09/20
SUPERAMA,GALLETAS TENTACION PRINCIPE MARINELA 378 GRS,A7501030462866,MARINELA,GALLETAS,37,2020,9,1303733.205,32.3,32.54,32.54,12/09/20
SUPERAMA,GALLETAS VAINILLA SUAVICREMAS MARINELA WAFFER 300 GRS,A7501030461296,MARINELA,GALLETAS,37,2020,9,1295143.245,15.16,18.61,32.5,12/09/20
SUPERAMA,BIMBO MINI TOSTAO INTEGRAL 100 GR,A7501030454182,BIMBO,SECOS,37,2020,9,1304432.165,21.6,21.6,21.6,12/09/20
SUPERAMA,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,37,2020,9,1302944.365,23.76,23.76,23.76,12/09/20
SUPERAMA,PAN CONGELADO ORGANICO 22 GRANOS OROWEAT BOLSA 765 GRS,A73410026328,OROWEAT,CONGELADOS,37,2020,9,1294513.225,133.12,135.89,135.89,12/09/20
SUPERAMA,PAN CONGELADO ORGANICO GRANO ENTERO OROWEAT BOLSA 765 GRS,A73410026335,OROWEAT,CONGELADOS,37,2020,9,1294266.705,133.12,135.19,135.19,12/09/20
SUPERAMA,PAN TOSTADO BIMBO ESPAÑOL CON SALVADO 345 GRS,A7501030422815,BIMBO,SECOS,37,2020,9,1291121.165,42.12,42.12,42.12,12/09/20
SUPERAMA,PAN TOSTADO BIMBO ESPAÑOL MULTICEREALES 307 GRS,A7501030422792,BIMBO,SECOS,37,2020,9,1291238.165,42.12,42.12,42.12,12/09/20
SUPERAMA,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,37,2020,9,1299572.165,21.6,21.6,21.6,12/09/20
COSTCO,COSTAL CHOCO CHOXS 400G CU GBI,A7501030427261,GABI,GALLETAS,37,2020,9,1290727.815,38.5,38.5,38.5,12/09/20
COSTCO,PAN CONGELADO ORGANICO 22 GRANOS OROWEAT BOLSA 765 GRS,A73410026328,OROWEAT,CONGELADOS,37,2020,9,1292435.425,144.82,145.8,145.8,12/09/20
COSTCO,PAN CONGELADO ORGANICO GRANO ENTERO OROWEAT BOLSA 765 GRS,A73410026335,OROWEAT,CONGELADOS,37,2020,9,1292582.165,145.8,145.8,145.8,12/09/20
COSTCO,BIMBO MINI TOSTAO INTEGRAL 100 GR,A7501030454182,BIMBO,SECOS,37,2020,9,1290914.345,13.33,22.68,22.68,12/09/20
COSTCO,BIMBO MINI TOSTAOS MANTEQUILLA 120 GR,A7501030454175,BIMBO,SECOS,37,2020,9,1290894.285,11.49,23.76,23.76,12/09/20
COSTCO,PAN TOSTADO BIMBO ESPAÑOL MULTICEREALES 307 GRS,A7501030422792,BIMBO,SECOS,37,2020,9,1292357.465,41.83,42.16,42.16,12/09/20
COSTCO,SALSA CHILE ARBOL SP 240G CU DH,A7501030421498,0,SALSAS,37,2020,9,1291322.165,15.12,15.12,15.12,12/09/20
COSTCO,PAN TOSTADO BIMBO ESPAÑOL CON SALVADO 345 GRS,A7501030422815,BIMBO,SECOS,37,2020,9,1292447.165,42.12,42.34,42.34,12/09/20
COSTCO,BIMBO MINI TOSTAO SILUETA 100 GR,A7501030454168,BIMBO,SECOS,37,2020,9,1291016.705,5.65,22.48,22.48,12/09/20
COSTCO,TOSTADO S/AZUCARES ANADIDOS 345G CU BIM,A7501030422839,BIMBO,SECOS,37,2020,9,1293225.045,42.08,42.14,42.19,12/09/20
COSTCO,TOSTADO TRADICIONAL 345G CU BIM,A7501030422778,BIMBO,SECOS,37,2020,9,1293413.665,40.82,41.24,41.24,12/09/20
COSTCO,SALSA VERDE ASADA SP 240G CU DH,A7501030418924,0,SALSAS,37,2020,9,1292015.165,15.04,15.12,15.12,12/09/20
COSTCO,GALLETA DE ARROZ INTEGRAL SANISSIMO 108 GRS,A7501030456117,SANISSIMO,GALLETAS,37,2020,9,1296693.565,51.85,51.92,51.92,12/09/20
COSTCO,SALSA MORA SP 240G CU DH,A7501030421412,0,SALSAS,37,2020,9,1292639.665,15.02,15.12,15.12,12/09/20
COSTCO,GALLETA CEREAL C/CHOC SPIGA 280G CU BIM,A7501030422105,BIMBO,GALLETAS,37,2020,9,1294048.855,25,25.02,25.02,12/09/20
COSTCO,TOSTADO PANECILLOS 225G CU BIM,A7501030422761,BIMBO,SECOS,37,2020,9,1298758.165,39.96,39.98,40.73,12/09/20
COSTCO,EMPANIZADOR SIN GLUTEN SANISSIMO 200 GRS,A658480002399,SANISSIMO,SECOS,37,2020,9,1293078.815,10.65,20.64,27.27,12/09/20
COSTCO,GALLETAS DE MANTEQUILLA GABI 454 GRS,A14437001554,GABI,GALLETAS,37,2020,9,1314859.505,59.86,59.9,60.49,12/09/20
COSTCO,GALLETA SURTIDO ESPECIAL GABI CJ 770GR            ,A14437001813,GABI,GALLETAS,37,2020,9,1320653.705,72.55,73.63,74.66,12/09/20
COSTCO,GALLETAS DE ARROZ CON MAIZ SANISSIMO,A7501030455424,SANISSIMO,GALLETAS,37,2020,9,1314116.165,51.84,51.84,51.84,12/09/20
COSTCO,GALLETAS DE ARROZ CON QUINOA SANISSIMO,A7501030455417,SANISSIMO,GALLETAS,37,2020,9,1318482.185,51.84,51.84,53.43,12/09/20
COSTCO,GABI GALLETA COSTAL TARTAS 400GR,A7501030457428,GABI,GALLETAS,37,2020,9,1318331.885,51.38,52.52,52.52,12/09/20
COSTCO,GALLETAS DE ARROZ CON ARANDANO Y CHOCOLA,A7501030456162,SANISSIMO,GALLETAS,37,2020,9,1335085.615,78.86,78.99,79.17,12/09/20
COSTCO,GALLETAS AVENA SPIGA 280G CU BIM,A7501030421405,BIMBO,GALLETAS,37,2020,9,1308100.425,25,25.02,25.04,12/09/20
COSTCO,TEDDY CHISPAS 100G CJ CU GBI,A7501030421689,GABI,GALLETAS,37,2020,9,1292344.835,2.31,3.57,10.35,12/09/20
COSTCO,GALLETAS CON MANTEQUILLA SURTIDO DANES GABI 300 GRS,A7501030471288,GABI,GALLETAS,37,2020,9,1311555.235,29,33.72,49.9,12/09/20
COSTCO,PRINCIPE CACAHUATE CA 378G CJ CU MLA,A7501030418351,MARINELA,GALLETAS,37,2020,9,1311456.135,28.49,28.99,29.04,12/09/20
COSTCO,GALLETAS AVENA C/FRUTA SPIGA 300G CU BIM,A7501030421382,BIMBO,GALLETAS,37,2020,9,1309361.065,24.98,25.02,25.03,12/09/20
COSTCO,GALLETA SURTIDO FINO GABI BLI 200GR,A7501030481720,GABI,GALLETAS,37,2020,9,1306969.455,19.73,20.23,20.23,12/09/20
COSTCO,CAJA NANO BESOS NUEZ 340G GBI,A7501030476979,GABI,GALLETAS,37,2020,9,1326523.775,39.73,40.23,40.23,12/09/20
COSTCO,BOMBONERA OREJITA 450GR,A7501030423379,GABI,GALLETAS,37,2020,9,1332891.635,45.58,46.11,46.11,12/09/20
COSTCO,"CHOCO CHOXS 100G CJ CU GBI		",A7501030421696,GABI,GALLETAS,37,2020,9,1293367.055,2.67,6.04,13.02,12/09/20
COSTCO,SURTIDO FINO GABI 375G ,A14437001868,GABI,GALLETAS,37,2020,9,1345002.875,39.61,42.5,42.5,12/09/20
COSTCO,GALLETAS PLATIVOLOS MARINELA 243 GRS,A7501030422709,MARINELA,GALLETAS,37,2020,9,1327570.085,21.92,21.97,22.02,12/09/20
COSTCO,OREJITAS SEL VAR 78G CJ CU GBI,A7501030464754,GABI,GALLETAS,37,2020,9,1307955.235,7.68,7.68,21.76,12/09/20
COSTCO,GALLETAS POLVORONES MARINELA TRIPACK 330 GRS,A7501030417811,MARINELA,GALLETAS,37,2020,9,1335804.825,17.27,17.62,22.61,12/09/20
COSTCO,CANELITAS FLOW 270G MARINELA,A7501030417835,MARINELA,GALLETAS,37,2020,9,1331280.995,15.38,18.97,20.54,12/09/20
COSTCO,MIX TARTAS 110GR,A7501030431961,GABI,GALLETAS,37,2020,9,1328511.735,9.97,9.98,17.8,12/09/20
COSTCO,BESOS DE NUEZ 100G,A7501030464723,GABI,GALLETAS,37,2020,9,1333101.405,9.91,9.93,19.62,12/09/20
COSTCO,DELICIOSAS VAINILLA 276G CU LAR,A7501030463733,LARA,GALLETAS,37,2020,9,1528684.535,16.99,17.01,17.01,12/09/20
FARMACIAS GUADALAJARA,1.2KG COSTALITO,A241854,GABI,GALLETAS ,37,2020,9,2127399.035,55.04,55.04,55.04,12/09/20
FARMACIAS GUADALAJARA,1008 GR TARTAS,A980004477,GABI,GALLETAS ,37,2020,9,2021897.455,81,81,81.01,12/09/20
FARMACIAS GUADALAJARA,13/74GRS POLVORONES,A980006095,MARINELA,GALLETAS ,37,2020,9,1722776.705,62.81,62.86,62.86,12/09/20
FARMACIAS GUADALAJARA,14/45GRS SPONCH,A980006096,MARINELA,GALLETAS ,37,2020,9,1835831.125,55.93,56,56,12/09/20
FARMACIAS GUADALAJARA,14/60GR CANELITAS,A980006094,MARINELA,GALLETAS ,37,2020,9,2225437.925,45.74,45.82,45.82,12/09/20
FARMACIAS GUADALAJARA,19/51GRS TRIKITRAKES,A980006097,MARINELA,GALLETAS ,37,2020,9,1688375.515,81.01,81.01,81.01,12/09/20
FARMACIAS GUADALAJARA,22/43G GALLETA GANSI,A980013146,MARINELA,GALLETAS ,37,2020,9,1584155.385,75.93,75.97,75.97,12/09/20
FARMACIAS GUADALAJARA,24/40G BRAN FRUT,A123219,BIMBO,BARRAS ,37,2020,9,1626928.875,92.38,92.56,92.56,12/09/20
FARMACIAS GUADALAJARA,4/375G SURTIDO FINO,A719271,GABI,GALLETAS ,37,2020,9,1708379.565,109.01,109.02,109.02,12/09/20
FARMACIAS GUADALAJARA,BANDERILLA 400GR,A980019044,GABI,GALLETAS ,37,2020,9,1343484.205,44.13,79,79.01,12/09/20
FARMACIAS GUADALAJARA,BARRITAS FRESA,A980006092,MARINELA,GALLETAS ,37,2020,9,2056874.225,107.33,108.66,108.66,12/09/20
FARMACIAS GUADALAJARA,BARRITAS PINA,A980006093,MARINELA,GALLETAS ,37,2020,9,1719340.265,108.98,108.99,108.99,12/09/20
FARMACIAS GUADALAJARA,GALLETA PINGUINOS,A980016861,MARINELA,GALLETAS ,37,2020,9,1507672.575,79.01,79.01,79.02,12/09/20
FARMACIAS GUADALAJARA,MIX BITES,A980006098,MARINELA,GALLETAS ,37,2020,9,1331101.175,78.49,129.03,129.03,12/09/20
